parent_company;company;gogel_id
Kosmos Energy Ltd;Kosmos Energy Ltd;100200
Kraken Resources LLC;Kraken Resources LLC;100290
Kratos Co Ltd;Kratos Co Ltd;800805
Kumul Petroleum Holdings Ltd;Kumul Petroleum Holdings Ltd;100266
Kunlun Electric Power Co Ltd;Kunlun Electric Power Co Ltd;200702
Kuwait Authority for Partnership Projects (KAPP);Kuwait Authority for Partnership Projects (KAPP);800001
Kuwait Ministry of Electricity and Water and Renewable Energy;Kuwait Ministry of Electricity and Water and Renewable Energy;800012
Kuwait Petroleum Corporation (KPC);Kuwait Petroleum Corporation (KPC);100009
Kyushu Electric Power Co Inc;Kyushu Electric Power Co Inc;800109
Lakeland Electric;Lakeland Electric;800742
Laramie Energy LLC;Laramie Energy LLC;100334
Lario Oil & Gas Company;Lario Oil & Gas Company;100373
Latigo Petroleum LLC;Latigo Petroleum LLC;100535
Lee & Man Paper Manufacturing Ltd;Lee & Man Paper Manufacturing Ltd;800176
Leros Energia e Participacoes SA;Leros Energia e Participacoes SA;800550
Lewis Energy Group LP;Lewis Energy Group LP;100203
LF del Centro SC de RL de CV;LF del Centro SC de RL de CV;800785
Liberty Resources II LLC;Liberty Resources II LLC;100518
Lime Rock Resources;Lime Rock Resources;100260
Lindsayca Inc;Lindsayca Inc;800597
Linyi Investment Development Group Co Ltd;Linyi Investment Development Group Co Ltd;800400
LLOG Exploration Company LLC;LLOG Exploration Company LLC;100336
Lloyds Energy DMCC;Lloyds Energy DMCC;200423
Lloyds Energy DMCC ;Qilak LNG LLC;200572
LNG 21 LLC;LNG 21 LLC;200268
LNG 21 LLC ;West Delta LNG LLC;200523
LNG Alliance Pte Ltd;LNG Alliance Pte Ltd;200070
LNG Canada Development Inc;LNG Canada Development Inc;200451
LNG Medgas Terminal SRL;LNG Medgas Terminal SRL;200536
LNG Newfoundland and Labrador Ltd;LNG Newfoundland and Labrador Ltd;200418
LNG-9 Pte Ltd;LNG-9 Pte Ltd;800063
LNG-9 Pte Ltd ;GBTron Power Ltd;800730
Loan Asset Issuer LLC Series 2021 NG-1;Loan Asset Issuer LLC Series 2021 NG-1;100922
Lochard Energy (Iona Operations) Trust;Lochard Energy (Iona Operations) Trust;800822
Logan Energy Corp;Logan Energy Corp;100999
LOLA Energy III LLC;LOLA Energy III LLC;100771
Longkou Hengtong Energy Co Ltd;Longkou Hengtong Energy Co Ltd;200543
Longshore Resources Ltd;Longshore Resources Ltd;100768
Lopez Holdings Corporation;Lopez Holdings Corporation;800081
Lopez Holdings Corporation ;First Gen Corporation;200314
Lopez Holdings Corporation ;First Philippine Holdings Corporation;800734
Lower Colorado River Authority;Lower Colorado River Authority;800745
Lucero Energy Corp;Lucero Energy Corp;100457
Lumcloon Energy Ltd;Lumcloon Energy Ltd;800132
Luminus Seraing 2.0 SA;Luminus Seraing 2.0 SA;800725
LX International Corp;LX International Corp;200718
Lynx Energy ULC;Lynx Energy ULC;100404
Lyon Capital Gestao de Recursos SA;Lyon Capital Gestao de Recursos SA;200715
Lyon Capital Gestao de Recursos SA ;LC Terminais Portuarios Ltda;200716
M6 Midstream LLC;M6 Midstream LLC;200698
Macau Natural Gas Company Ltd;Macau Natural Gas Company Ltd;200052
Mach Natural Resources LP;Mach Natural Resources LP;101060
Mack Energy Corporation;Mack Energy Corporation;100989
Macquarie Group Ltd;Macquarie Group Ltd;200709
Mad Energy LP;Mad Energy LP;200603
MAEC LLP;MAEC LLP;800149
Magnolia Oil & Gas Corporation;Magnolia Oil & Gas Corporation;100186
Mai Liao Harbor Administration Corporation;Mai Liao Harbor Administration Corporation;200726
Mainova AG;Mainova AG;800213
Mainstream Renewable Power Ltd;Mainstream Renewable Power Ltd;800916
Malakoff Corporation Bhd;Malakoff Corporation Bhd;800755
Mallard Exploration LLC;Mallard Exploration LLC;100539
Manila Electric Company (Meralco);Manila Electric Company (Meralco);800614
Manila Electric Company (Meralco) ;Atimonan One Energy Inc;800881
Manila Electric Company (Meralco) ;Excellent Energy Resources Inc;800756
Manila Electric Company (Meralco) ;Global Luzon Energy Development Corporation;800798
Manzanillo Energy SAS;Manzanillo Energy SAS;800596
Maoming Bohe LNG Co Ltd;Maoming Bohe LNG Co Ltd;200544
Marathon Oil Corporation;Marathon Oil Corporation;100052
Mari Petroleum Company Ltd;Mari Petroleum Company Ltd;100141
Mariveles Power Inc;Mariveles Power Inc;800135
Marubeni Corporation;Marubeni Corporation;100257
Mass Group Holding Ltd;Mass Group Holding Ltd;800163
Master Energy Group Co Ltd;Master Energy Group Co Ltd;200689
Matador Resources Company;Matador Resources Company;100157
Matola Gas Company SA (MGC);Matola Gas Company SA (MGC);800077
Maverick Natural Resources LLC;Maverick Natural Resources LLC;100327
Maxim Power Corp;Maxim Power Corp;800302
Maxim Power Corp ;Prairie Lights Power GP Inc;800859
Maximus Investment Advisory Pvt Ltd;Maximus Investment Advisory Pvt Ltd;200659
Maxson LNG Ventures LLC;Maxson LNG Ventures LLC;200502
MB Holding Company LLC;MB Holding Company LLC;101042
MB Holding Company LLC ;Petrogas E&P LLC;100300
MedGas Italia SRL;MedGas Italia SRL;200535
Mediterranean Gas SA;Mediterranean Gas SA;200425
MEG Energy Corp;MEG Energy Corp;100183
Mega International Commercial Bank Co Ltd;Mega International Commercial Bank Co Ltd;800832
Meiya Xiangtou Power Co Ltd;Meiya Xiangtou Power Co Ltd;800926
Meranti Power Pte Ltd;Meranti Power Pte Ltd;800974
Mercuria Energy Group Holding Ltd;Mercuria Energy Group Holding Ltd;101043
Mercuria Energy Group Holding Ltd ;Phoenix Global Resources Ltd;100563
Merit Energy Company LLC;Merit Energy Company LLC;100115
MERO CR a.s.;MERO CR a.s.;200228
Meshek Energy Renewable Energies Ltd;Meshek Energy Renewable Energies Ltd;800987
Meshek Energy Renewable Energies Ltd ;Dalia Energy Companies Ltd;800986
Mesquite Energy Inc;Mesquite Energy Inc;100226
Metlen Energy & Metals SA;Metlen Energy & Metals SA;800195
Metro Pacific Investments Corporation;Metro Pacific Investments Corporation;800616
Mewbourne Holdings Inc;Mewbourne Holdings Inc;101036
Mewbourne Holdings Inc ;Mewbourne Oil Company;100102
Mexico Pacific Limited LLC;Mexico Pacific Limited LLC;200500
MGE Energy Inc;MGE Energy Inc;801003
Microsoft Corporation;Microsoft Corporation;800951
Midland Oil Company;Midland Oil Company;100887
Midwestern Oil & Gas Company Ltd;Midwestern Oil & Gas Company Ltd;100941
Millennium Energy Inc;Millennium Energy Inc;800092
Millennium Energy Inc ;PanAsia Energy Inc;800735
Mineral Resources Ltd;Mineral Resources Ltd;100855
Missan Oil Company;Missan Oil Company;100133
Mitsubishi Corporation;Mitsubishi Corporation;100089
Mitsubishi Heavy Industries Ltd;Mitsubishi Heavy Industries Ltd;800643
Mitsui & Co Ltd;Mitsui & Co Ltd;100078
Mitsui OSK Lines Ltd;Mitsui OSK Lines Ltd;200336
Mivtach Shamir Holdings Ltd;Mivtach Shamir Holdings Ltd;800311
Mivtach Shamir Holdings Ltd ;Kesem Energy Ltd;800802
MOL NyRt;MOL NyRt;100170
MOL NyRt ;FGSZ Foldgazszallito Zrt;200495
Molecular Energies Ltd;Molecular Energies Ltd;100585
Moss Lake Partners LP;Moss Lake Partners LP;200710
Moss Lake Partners LP ;DeLa Express LLC;200711
Mota-Engil SGPS SA;Mota-Engil SGPS SA;800543
Motor Oil (Hellas) Corinth Refineries SA;Motor Oil (Hellas) Corinth Refineries SA;200427
Mountain Capital Management LLC;Mountain Capital Management LLC;101023
Mountain Capital Management LLC ;Compass Production Partners LP;100405
Mountain State Energy Holding LLC;Mountain State Energy Holding LLC;800664
Mountain State Energy Holding LLC ;Mountain State Clean Energy LLC;800665
Mountain Valley Pipeline LLC;Mountain Valley Pipeline LLC;200508
Moz LNG1 Holding Company Ltd;Moz LNG1 Holding Company Ltd;200446
MPR Sarmatia Sp. z o.o.;MPR Sarmatia Sp. z o.o.;200184
MRC Alon Tavor Power Ltd;MRC Alon Tavor Power Ltd;800803
MSEB Holding Company Ltd;MSEB Holding Company Ltd;800909
MSEB Holding Company Ltd ;Maharashtra State Power Generation Co Ltd;800772
MTI Energy Inc;MTI Energy Inc;100993
Mubadala Investment Company PJSC;Mubadala Investment Company PJSC;800849
Mubadala Investment Company PJSC ;Compania Espanola de Petroleos SA (Cepsa);100180
Mubadala Investment Company PJSC ;Mubadala Petroleum LLC (Mubadala Energy);100068
Murchison Oil & Gas LLC;Murchison Oil & Gas LLC;100672
Murex Petroleum Corporation;Murex Petroleum Corporation;100762
Murphy Oil Corporation;Murphy Oil Corporation;100100
MVM Energetika Zrt;MVM Energetika Zrt;200214
Myanma Oil and Gas Enterprise (MOGE);Myanma Oil and Gas Enterprise (MOGE);100237
Nadel and Gussman LLC;Nadel and Gussman LLC;100670
Nan Ya Plastics Corporation;Nan Ya Plastics Corporation;800252
Nanshan Group Co Ltd;Nanshan Group Co Ltd;200661
National Fuel Gas Company;National Fuel Gas Company;100126
National Grid plc;National Grid plc;200426
National Grid plc ;National Grid Grain LNG Ltd;200667
National Iranian Oil Company (NIOC);National Iranian Oil Company (NIOC);100003
National Iranian Oil Refining and Distribution Company (NIORDC);National Iranian Oil Refining and Distribution Company (NIORDC);200422
National Oil Corporation (NOC);National Oil Corporation (NOC);100085
National Petroleum Corporation of Namibia (NAMCOR);National Petroleum Corporation of Namibia (NAMCOR);100656
Natural Gas Public Company (DEFA);Natural Gas Public Company (DEFA);200609
Natural Gas Public Company (DEFA) ;Natural Gas Infrastructure Company (ETYFA);200610
Naturgy Energy Group SA;Naturgy Energy Group SA;200656
Navidad Resources II LLC;Navidad Resources II LLC;100934
Navitas Petroleum LP;Navitas Petroleum LP;100580
Nebula Energy LLC;Nebula Energy LLC;200649
Nefte Petroleum AG;Nefte Petroleum AG;100935
Neptune Energy Group Ltd;Neptune Energy Group Ltd;100112
Net Power Inc;Net Power Inc;800892
NeuRizer Ltd;NeuRizer Ltd;100949
New Age (African Global Energy) Ltd;New Age (African Global Energy) Ltd;200273
New Bright International Development Ltd;New Bright International Development Ltd;100301
New Fortress Energy Inc;New Fortress Energy Inc;200014
New Fortress Energy Inc ;Bradford County Real Estate Partners LLC;200674
New Fortress Energy Inc ;New Fortress Energy Louisiana FLNG LLC;200453
New Fortress Energy Inc ;NFE Altamira FLNG Onshore S de RL de CV;200673
New Fortress Energy Inc ;NFE Altamira FLNG S de RL de CV;200672
New Fortress Energy Inc ;Shannon LNG Ltd;800649
Newlyn Investments (Pty) Ltd (Newlyn Group);Newlyn Investments (Pty) Ltd (Newlyn Group);800085
NextDecade Corporation;NextDecade Corporation;200006
NextDecade Corporation ;Rio Grande LNG LLC;200525
NextEra Energy Inc;NextEra Energy Inc;200221
NextEra Energy Inc ;USG Properties Haynesville LLC;100449
NG Energy International Corp;NG Energy International Corp;100917
NGP Energy Capital Management LLC;NGP Energy Capital Management LLC;101016
NGP Energy Capital Management LLC ;Blackbeard Operating LLC;100174
NGP Energy Capital Management LLC ;Camino Natural Resources LLC;100201
NGP Energy Capital Management LLC ;Cygnet Energy Ltd;101097
NGP Energy Capital Management LLC ;Greenlake Energy Holdings LLC;101061
NGP Energy Capital Management LLC ;Steward Energy II LLC;100386
NGP Energy Capital Management LLC ;Tap Rock Resources LLC;100332
Niger Delta Power Holding Company Ltd (NDPHC);Niger Delta Power Holding Company Ltd (NDPHC);800340
Niger Delta Power Holding Company Ltd (NDPHC) ;Egbema Generation Company Ltd;800929
Nigeria LNG Ltd;Nigeria LNG Ltd;200442
Nigerian National Petroleum Company Ltd (NNPC);Nigerian National Petroleum Company Ltd (NNPC);100032
Nigerian National Petroleum Company Ltd (NNPC) ;Brass LNG Ltd;200443
Nine Dragons Paper (Holdings) Ltd;Nine Dragons Paper (Holdings) Ltd;800313
Ningbo Development & Investment Group Co Ltd;Ningbo Development & Investment Group Co Ltd;200615
Ningbo Jingshi Yingda Enterprise Management Partnership LP;Ningbo Jingshi Yingda Enterprise Management Partnership LP;200687
Ningxia Master Industrial Group Co Ltd;Ningxia Master Industrial Group Co Ltd;200688
NiSource Inc;NiSource Inc;800884
NJSC Naftogaz of Ukraine;NJSC Naftogaz of Ukraine;100079
Nodo Energetico del Norte de Colombia SA ESP (NENCOL);Nodo Energetico del Norte de Colombia SA ESP (NENCOL);800058
NOMAGAS JSC Skopje;NOMAGAS JSC Skopje;200265
Nord Axis Ltd;Nord Axis Ltd;100819
Norfund;Norfund;800321
North Carolina Electric Membership Corporation;North Carolina Electric Membership Corporation;800980
North Hudson Resource Partners LP;North Hudson Resource Partners LP;100867
North Oil Company (NOC);North Oil Company (NOC);100071
North Silo Resources LLC;North Silo Resources LLC;100890
Northeast Natural Energy LLC;Northeast Natural Energy LLC;100236
Northern Oil and Gas Inc;Northern Oil and Gas Inc;100258
Nostrum Oil & Gas Plc;Nostrum Oil & Gas Plc;100370
NOVAGOLD Resources Inc;NOVAGOLD Resources Inc;200206
Novo Oil & Gas LLC;Novo Oil & Gas LLC;100766
NRG Energy Inc;NRG Energy Inc;801006
NuVista Energy Ltd;NuVista Energy Ltd;100241
NV Nederlandse Gasunie;NV Nederlandse Gasunie;200096
NV Nederlandse Gasunie ;Gasunie Deutschland Transport Services GmbH;200568
NW Infrastructure LP;NW Infrastructure LP;200692
NZNP Trade LLC;NZNP Trade LLC;100618
O.G. Energy Holdings Ltd;O.G. Energy Holdings Ltd;100777
Obsidian Energy Ltd;Obsidian Energy Ltd;100343
Occidental Petroleum Corporation;Occidental Petroleum Corporation;100022
Ocean Petroleum LLP;Ocean Petroleum LLP;101107
Office National de l’Electricite et de l’Eau Potable;Office National de l’Electricite et de l’Eau Potable;200050
Office National des Hydrocarbures et des Mines (ONHYM);Office National des Hydrocarbures et des Mines (ONHYM);100598
Ofogh Tose Energy Khalij Fars Co;Ofogh Tose Energy Khalij Fars Co;800269
Ofogh Tose Energy Khalij Fars Co ;Ibne Yamin Power Generation Company;800844
Oil and Gas Development Company Ltd (OGDC);Oil and Gas Development Company Ltd (OGDC);100091
Oil and Natural Gas Corporation Ltd (ONGC);Oil and Natural Gas Corporation Ltd (ONGC);100026
Oil and Natural Gas Corporation Ltd (ONGC) ;Hindustan Petroleum Corporation Ltd;200091
Oil and Natural Gas Corporation Ltd (ONGC) ;HPCL LNG Ltd;200619
Oil India Ltd;Oil India Ltd;100163
Oil India Ltd ;Numaligarh Refinery Ltd;200492
OJSC Electric Power Plants;OJSC Electric Power Plants;800871
OJSC Tajiktransgaz;OJSC Tajiktransgaz;200388
OKEA ASA;OKEA ASA;100417
Oleoductos del Valle SA (Oldelval);Oleoductos del Valle SA (Oldelval);200486
Olifant Energy II LLC;Olifant Energy II LLC;100815
Omaha Public Power District;Omaha Public Power District;800285
Oman Investment Authority;Oman Investment Authority;101083
Oman Investment Authority ;Oman LNG LLC;200696
Oman Investment Authority ;OQ SAOC;100117
Omega Engenharia Ltda;Omega Engenharia Ltda;800052
Omega Engenharia Ltda ;Usina Termeletrica de Lins SA;800777
OMV AG;OMV AG;100064
OMV AG ;OMV Petrom SA;100202
ONE-Dyas BV;ONE-Dyas BV;100337
ONEOK Inc;ONEOK Inc;200245
ONEOK Inc ;Saguaro Connector Pipeline LLC;200503
Ontario Power Generation Inc;Ontario Power Generation Inc;800985
Operator Gazociagow Przesylowych GAZ-SYSTEM SA;Operator Gazociagow Przesylowych GAZ-SYSTEM SA;200226
Ordos State-Owned Assets Investment and Management Co Ltd;Ordos State-Owned Assets Investment and Management Co Ltd;200219
Oriental Energy Resources Ltd;Oriental Energy Resources Ltd;100448
Origem Energia SA;Origem Energia SA;101103
Origin Energy Ltd;Origin Energy Ltd;100145
Orinko SA;Orinko SA;800927
Orion Pacific Prime Energy Inc;Orion Pacific Prime Energy Inc;800573
Orlando Utilities Commission;Orlando Utilities Commission;800075
ORLEN SA;ORLEN SA;100416
ORLEN SA ;CCGT Gdansk Sp. z o.o.;800698
ORLEN SA ;CCGT Grudziadz Sp. z o.o.;800699
ORLEN SA ;CCGT Ostroleka Sp. z o.o.;800697
ORLEN SA ;Energa SA;800693
ORLEN SA ;ORLEN Unipetrol a.s.;800700
Osaka Gas Co Ltd (Daigas Group);Osaka Gas Co Ltd (Daigas Group);100228
Ovintiv Inc;Ovintiv Inc;100043
Pacific Corporation;Pacific Corporation;800646
Pacific Energy Corporation Ltd;Pacific Energy Corporation Ltd;100288
Pacific Energy Corporation Ltd ;Woodfibre LNG LP;200647
Pakistan Petroleum Ltd (PPL);Pakistan Petroleum Ltd (PPL);100119
Pakstream LLC;Pakstream LLC;200421
Palang Sophon Ltd;Palang Sophon Ltd;101073
Palestine Investment Fund Company PLC;Palestine Investment Fund Company PLC;800441
Palestine Power Generation Company (PPGC);Palestine Power Generation Company (PPGC);800801
Paloma Resources LLC;Paloma Resources LLC;100409
Pampa Energia SA;Pampa Energia SA;100250
Pan American Energy Group SL;Pan American Energy Group SL;100978
Pandion Energy AS;Pandion Energy AS;100554
Panoro Energy ASA;Panoro Energy ASA;100745
Pantheon Resources plc;Pantheon Resources plc;100651
PAO NOVATEK;PAO NOVATEK;100023
PAO NOVATEK ;Arctic LNG 2 LLC;200448
Paramount Resources Ltd;Paramount Resources Ltd;100204
Parex Resources Inc;Parex Resources Inc;100251
Partners Group Holding AG;Partners Group Holding AG;200567
Pasargad Energy Development Company (PEDC);Pasargad Energy Development Company (PEDC);100801
Pasargad Energy Development Company (PEDC) ;Shams Pasargad Power Generation Co;800949
Patria Investments Ltd;Patria Investments Ltd;800363
Patria Investments Ltd ;Marlim Azul Energia SA (ARKE);800642
PDC Energy Inc;PDC Energy Inc;100094
Peak Exploration & Production LLC;Peak Exploration & Production LLC;100722
Pembina Pipeline Corporation;Pembina Pipeline Corporation;200172
PennEnergy Resources LLC;PennEnergy Resources LLC;100167
Pennsylvania General Energy Company LLC;Pennsylvania General Energy Company LLC;100359
Perbadanan Kemajuan Negeri Selangor;Perbadanan Kemajuan Negeri Selangor;800541
Perbadanan Kemajuan Negeri Selangor ;Pulau Indah Power Plant Sdn Bhd;800732
Perbadanan Kemajuan Negeri Selangor ;Worldwide Holdings Bhd;800733
Percussion Petroleum II LLC;Percussion Petroleum II LLC;100784
Peregrine Oil & Gas LP;Peregrine Oil & Gas LP;101111
Perenco SA;Perenco SA;100088
Permian Deep Rock Oil Company LLC;Permian Deep Rock Oil Company LLC;100425
Permian Resources Corporation;Permian Resources Corporation;100178
PERN SA;PERN SA;200262
Petoro AS;Petoro AS;100029
Petro Matad Ltd;Petro Matad Ltd;100661
Petro-Hunt LLC;Petro-Hunt LLC;100243
Petro-Victory Energy Corp;Petro-Victory Energy Corp;100900
PetroBroad Copower Ltd;PetroBroad Copower Ltd;100908
PetroLegacy Energy II LLC;PetroLegacy Energy II LLC;100553
Petroleo Brasileiro SA – Petrobras;Petroleo Brasileiro SA – Petrobras;100014
Petroleos Colombianos SA (Petrolco);Petroleos Colombianos SA (Petrolco);101106
Petroleos de Venezuela SA (PDVSA);Petroleos de Venezuela SA (PDVSA);100030
Petroleos del Peru - PETROPERU SA;Petroleos del Peru - PETROPERU SA;101066
Petroleos Mexicanos (PEMEX);Petroleos Mexicanos (PEMEX);100017
Petroleum Sarawak Bhd (PETROS);Petroleum Sarawak Bhd (PETROS);100924
Petrolia NOCO AS;Petrolia NOCO AS;100612
Petroliam Nasional Bhd (PETRONAS);Petroliam Nasional Bhd (PETRONAS);100021
Petrolog Group;Petrolog Group;100966
Petronet LNG Ltd;Petronet LNG Ltd;200089
Petropars Ltd;Petropars Ltd;100720
Petroreconcavo SA;Petroreconcavo SA;100901
Petrus Resources Ltd;Petrus Resources Ltd;100520
Peyto Exploration and Development Corp;Peyto Exploration and Development Corp;100188
PGE Polska Grupa Energetyczna SA;PGE Polska Grupa Energetyczna SA;800067
PGE Polska Grupa Energetyczna SA ;Zespol Elektrocieplowni Wroclawskich KOGENERACJA SA;800694
Phakwe Group (Pty) Ltd;Phakwe Group (Pty) Ltd;800154
Phakwe Group (Pty) Ltd ;Phakwe Richards Bay Gas Power 3 (Pty) Ltd;800636
Phoenix Development Holding Company LLC;Phoenix Development Holding Company LLC;200602
Piedra Resources LLC;Piedra Resources LLC;100834
Pieridae Energy Ltd;Pieridae Energy Ltd;100240
Pioneer Natural Resources Company;Pioneer Natural Resources Company;100058
PipeChina Tianjin LNG Co Ltd;PipeChina Tianjin LNG Co Ltd;200465
Pipestone Energy Corp;Pipestone Energy Corp;100419
PJSC Gazprom;PJSC Gazprom;100002
PJSC Gazprom ;Gazprom LNG Vladivostok LLC;200682
PJSC Gazprom ;PJSC Gazprom Neft;100198
PJSC Inter RAO UES;PJSC Inter RAO UES;800120
PJSC Inter RAO UES ;OOO Kashirskaya GRES;800763
PJSC Inter RAO UES ;OOO Novolenskaya TES;800765
PJSC LUKOIL;PJSC LUKOIL;100016
PJSC LUKOIL ;Lukoil-KaliningradMorneft LLC;200541
PJSC MMC Norilsk Nickel (Nornickel);PJSC MMC Norilsk Nickel (Nornickel);100252
PJSC OGK-2;PJSC OGK-2;800531
PJSC Rosneft Oil Company;PJSC Rosneft Oil Company;100005
PJSC Rosneft Oil Company ;PJSC Joint Stock Oil Company Bashneft;100150
PJSC RusHydro;PJSC RusHydro;800100
PJSC RusHydro ;JSC Yakutskaya GRES-2;800770
PJSC RussNeft;PJSC RussNeft;100113
PJSC SIBUR Holding;PJSC SIBUR Holding;800211
PJSC Surgutneftegas;PJSC Surgutneftegas;100027
PJSC T Plus;PJSC T Plus;800230
PJSC Tatneft;PJSC Tatneft;100048
PJSC Tatneft ;OOO Nizhnekamsk CHPP;800762
PJSC Yakutsk Fuel and Energy Company (YATEC);PJSC Yakutsk Fuel and Energy Company (YATEC);100756
PLINACRO d.o.o.;PLINACRO d.o.o.;200135
Plinovodi d.o.o.;Plinovodi d.o.o.;200210
Pluspetrol Resources Corporation BV;Pluspetrol Resources Corporation BV;100156
Point Energy Partners;Point Energy Partners;100734
Polimix Concreto Ltda;Polimix Concreto Ltda;200575
POLY-GCL Petroleum Group Holdings Ltd;POLY-GCL Petroleum Group Holdings Ltd;200011
Ponte Nova Energia;Ponte Nova Energia;800612
Port Arthur LNG LLC;Port Arthur LNG LLC;200455
Porto Central Complexo Industrial Portuario SA;Porto Central Complexo Industrial Portuario SA;200048
Porto Norte Fluminense SA;Porto Norte Fluminense SA;200045
POSCO Holdings Inc;POSCO Holdings Inc;101045
POSCO Holdings Inc ;Posco International Corporation;100229
Power Assets Holdings Ltd;Power Assets Holdings Ltd;800873
Power Partners Ltd Co;Power Partners Ltd Co;800082
Powergroup SA (Pty) Ltd;Powergroup SA (Pty) Ltd;800891
PPL Corporation;PPL Corporation;801002
Predator Oil & Gas Holdings Plc;Predator Oil & Gas Holdings Plc;200098
Predator Oil & Gas Holdings Plc ;Mag Mell Energy Ireland Ltd;200664
Presidio Petroleum LLC;Presidio Petroleum LLC;100285
PRI Operating LLC (Patriot Resources);PRI Operating LLC (Patriot Resources);100356
PrimeEnergy Resources Corporation;PrimeEnergy Resources Corporation;101088
Prio SA;Prio SA;100711
Privado Holdings Corp;Privado Holdings Corp;800761
Proton Energy Ltd;Proton Energy Ltd;800658
PT Agri Maritim Sulteng;PT Agri Maritim Sulteng;200431
PT Amman Mineral Internasional Tbk;PT Amman Mineral Internasional Tbk;800922
PT Amman Mineral Internasional Tbk ;PT Amman Mineral Nusa Tenggara;800875
PT Bumi Siak Pusako;PT Bumi Siak Pusako;100972
PT Energi Mega Persada Tbk (EMP);PT Energi Mega Persada Tbk (EMP);100304
PT Hanlim Power Corporation;PT Hanlim Power Corporation;800026
PT Kawasan Industri Jababeka Tbk;PT Kawasan Industri Jababeka Tbk;800598
PT Krakatau Chandra Energi;PT Krakatau Chandra Energi;800481
PT Medco Daya Abadi Lestari;PT Medco Daya Abadi Lestari;101046
PT Medco Daya Abadi Lestari ;PT Medco Energi Internasional Tbk;100143
PT Pembangunan Aceh;PT Pembangunan Aceh;101004
PT Pembangunan Aceh ;PT Pema Global Energi;101005
PT Pertamina (Persero);PT Pertamina (Persero);100035
PT Pertamina (Persero) ;PT Pertamina Power Indonesia;800961
PT Pertamina (Persero) ;PT Perusahaan Gas Negara Tbk (PGN);200241
PT Pertamina (Persero) ;PT Saka Energi Indonesia;100341
PT PLN (Persero) (Perusahaan Listrik Negara);PT PLN (Persero) (Perusahaan Listrik Negara);800024
PT PLN (Persero) (Perusahaan Listrik Negara) ;PT PLN Indonesia Power;800921
PT Riau Petroleum;PT Riau Petroleum;100997
PT Sumber Gemilang Persada;PT Sumber Gemilang Persada;800876
PT Vale Indonesia Tbk;PT Vale Indonesia Tbk;800960
PTT Public Company Ltd;PTT Public Company Ltd;200008
PTT Public Company Ltd ;Delta Gas Transportation Ltd;800685
PTT Public Company Ltd ;PTT Exploration and Production Public Company Ltd (PTTEP);100055
Public Establishment for Electricity Generation (PEEG);Public Establishment for Electricity Generation (PEEG);800057
Public Investment Fund (PIF);Public Investment Fund (PIF);800795
Public Investment Fund (PIF) ;Qudra Holding Company;800967
Public Investment Fund (PIF) ;Saudi Electricity Company;800265
Public Investment Fund (PIF) ;Sidra Holding Company;800968
Public Power Corporation SA;Public Power Corporation SA;800121
Public Power Corporation SA ;Alexandroupolis Electricity Production SA;800825
PureWest Energy LLC;PureWest Energy LLC;100155
Pursuit Oil & Gas LLC;Pursuit Oil & Gas LLC;100467
Q-LNG Holdings LLC;Q-LNG Holdings LLC;200009
Qatar Electricity & Water Company QPSC;Qatar Electricity & Water Company QPSC;800022
Qatar Electricity & Water Company QPSC ;Nebras Power QSC;800592
Qatar Electricity & Water Company QPSC ;Ras Abu Fontas Power Company;800836
Qatar General Electricity and Water Corporation (KAHRAMAA);Qatar General Electricity and Water Corporation (KAHRAMAA);800835
QatarEnergy;QatarEnergy;100013
QatarEnergy ;Golden Pass LNG Terminal LLC;200444
QatarEnergy ;South Hook LNG Terminal Company Ltd;200663
Qingdao City Construction Investment (Group) Ltd;Qingdao City Construction Investment (Group) Ltd;200466
Qingdao Energy Group Co Ltd;Qingdao Energy Group Co Ltd;800365
Quang Ninh LNG Power JSC;Quang Ninh LNG Power JSC;800648
QuarterNorth Energy LLC;QuarterNorth Energy LLC;100666
Quinbrook Infrastructure Partners Pty Ltd;Quinbrook Infrastructure Partners Pty Ltd;800472
R. Lacy Inc;R. Lacy Inc;100507
Range Resources Corporation;Range Resources Corporation;100060
Ranger Oil Corporation;Ranger Oil Corporation;100303
Ranhill Sabah Energy III Sdn Bhd;Ranhill Sabah Energy III Sdn Bhd;800973
RATCH Group Public Company Ltd;RATCH Group Public Company Ltd;800183
RATCH Group Public Company Ltd ;Hin Kong Power Company Ltd;800678
Ratio Energies LP;Ratio Energies LP;100406
Recoil Resources LLC;Recoil Resources LLC;100877
Reindeer Partnership;Reindeer Partnership;800237
Reindeer Partnership ;Reindeer Energy Ltd;800469
Reliance Industries Ltd;Reliance Industries Ltd;100244
Reliance Power Ltd;Reliance Power Ltd;800325
Reliance Power Ltd ;Reliance Bangladesh LNG & Power Ltd;800780
Renovatio Group;Renovatio Group;800935
Repsol SA;Repsol SA;100037
Revenir Energy Inc;Revenir Energy Inc;100261
Revolution Resources LLC;Revolution Resources LLC;100403
Richards Bay Gas to Power 2 (Pty) Ltd;Richards Bay Gas to Power 2 (Pty) Ltd;800879
Ricochet Oil Corp;Ricochet Oil Corp;100984
Ridgemar Energy LLC;Ridgemar Energy LLC;100983
Ridgewood Companies;Ridgewood Companies;101047
Ridgewood Companies ;Ridgewood Energy Corporation;100369
Riley Exploration Permian Inc;Riley Exploration Permian Inc;100725
Ring Energy Inc;Ring Energy Inc;100470
Rio Oil and Gas II LLC;Rio Oil and Gas II LLC;100420
