name,country,potential_gtco2,fuel_type,id,gem_source,latitude,longitude,source_for_lat_long,operators,parent_company,companies,start_year,multiple_unit,world_region,status_cb,status_gem,status_lvl_1,status_lvl_2
Erkovetskiy Coal Mine,Russia,1.03891788,Coal,M0795,https://www.gem.wiki/Erkovetskiy_coal_mine,50.316,128.447,GEM,Amurugol JSC,Russian Coal (100.0%),Russian Coal (100.0%),1991,Erkovetskiy Coal Mine,Europe,operating,operating,operating,operating
Fengjiata Coal Mine,China,1.18617048,Coal,M0213,https://www.gem.wiki/Fengjiata_Coal_Mine,39.196394,111.13213,GEM,Shaanxi Qingshuichuan Energy Company,Shaanxi Investment Group (66.0%);Shaanxi Coal and Chemical Industry Group (34.0%),Shaanxi Investment Group Co Ltd (66.0%);Shaanxi Coal and Chemical Industry Group Co Ltd (34.0%),2010,Fengjiata Coal Mine,Asia,operating,operating,operating,operating
Fording River,Canada,1.034808588,Coal,M0142,https://www.gem.wiki/Fording_River_Operations,50.19284,-114.86473,GEM,Teck Coal,Teck Resources (100.0%),Teck Resources Ltd (100.0%),1971,Fording River Operations,North America,operating,operating,operating,operating
GAM Coal Mine,Indonesia,1.31552652,Coal,M0670,https://www.gem.wiki/Ganda_Alam_Makmur_(GAM)_coal_mine,1.142666,117.873624,GEM,Ganda Alam Makmur,LG International (50.0%);Titan Infra Energy (50.0%),LG International (50.0%);Titan Infra Energy PT (50.0%),2012,GAM Coal Mine,Asia,not started,operating,operating,operating
Gachsaran,Iran,1.739296877,Oil&Gas,OG0012180,https://www.gem.wiki/Gachsaran_Oil_and_Gas_Field_(Iran),30.2865,50.7415,GEM,National Iranian South Oil Company,National Iranian Oil Company (100.0%),National Iranian Oil Company (100.0%),1959,Gachsaran,Asia,operating,operating,operating,operating
Galilee Coal Mine,Australia,1.81629,Coal,M0041,https://www.gem.wiki/Galilee_Coal_Project,-23.498536,145.94229,GEM,Waratah Coal,Mineralogy (100.0%),Mineralogy (100.0%),2027,Galilee Coal Mine,Oceania,not started,shelved,shelved,not started
Gaohe Coal Mine,China,1.533939,Coal,M0218,https://www.gem.wiki/Gaohe_Coal_Mine,36.152253,112.990815,GEM,Shanxi Gaohe Energy Company,Lu'an Chemical Group (55.0%);Asian American Continental Coal Company (45.0%),Lu'an Chemical Group Co Ltd (55.0%);Asian American Continental Coal Company (45.0%),2012,Gaohe Coal Mine,Asia,operating,operating,operating,operating
Gaojiabao Coal Mine,China,1.1471196,Coal,M0219,https://www.gem.wiki/Gaojiabao_Coal_Mine,35.268672,107.818112,GEM,Shaanxi Zhengtong Coal Industry,Shandong Energy (100.0%),Shandong Energy Co Ltd (100.0%),No start year available,Gaojiabao Coal Mine,Asia,operating,operating,operating,operating
Gaojialiang No.1 Coal Mine,China,2.012584728,Coal,M0220,https://www.gem.wiki/Gaojialiang_No.1_coal_mine,39.724671,110.065041,GEM,Ordos Haohua Fine Coal Company,Beijing Energy (50.0%);Ordos Energy Investment and Development Company (20.0%);Shougang Group (1.0%);Others (29.0%),Beijing Energy Holding Co Ltd (50.0%);Ordos Energy Investment and Development Company (20.0%);Shougang Group Co Ltd (1.0%);Others (29.0%),2010,Gaojialiang No.1 Coal Mine,Asia,operating,operating,operating,operating
Gaotouyao Coal Mine,China,1.870537152,Coal,M0222,https://www.gem.wiki/Gaotouyao_Coal_Mine,40.019808,109.639961,GEM,Inner Mongolia Beilian Power and Energy Development Company,China Huaneng (77.0%);Guangdong Hengjian Investment Holding Company (7.0%);China Energy (4.0%);Others (12.0%),China Huaneng Group Co Ltd (77.0%);Guangdong Hengjian Investment Holding Co Ltd (7.0%);China Energy Investment Corp Ltd (4.0%);Others (12.0%),2016,Gaotouyao Coal Mine,Asia,operating,operating,operating,operating
Gare Pelma Sector II,India,1.3103,Coal,M0519,https://www.gem.wiki/Gare_Palma_I_coal_mine,22.11866,83.53358,GEM,Gujarat State Electricity Corporation,Gujarat State Electricity Corporation (100.0%),Gujarat State Electricity Corporation (100.0%),No start year available,Gare Palma I Opencast Coal Mine,Asia,not started,proposed,proposed,not started
Garzweiler Coal Mine,Germany,1.32209,Coal,M0452,https://www.gem.wiki/Garzweiler_mine,51.0839989,6.4529844,GEM,RWE Power,RWE Power (100.0%),RWE AG (100.0%),1940,Garzweiler Coal Mine,Europe,operating,operating,operating,operating
Gazprom dobycha Nadym,Russia,1.286567712,Oil&Gas,OG0012046|OG0012048,https://www.gem.wiki/Medvezhye_Gas_Field_(Russia)|https://www.gem.wiki/Yamsoveiskoye_Gas_Field_(Russia),67.25,74.666667,GEM,OOO Gazprom DobychaNadym|OOO Gazprom Dobycha Nadym,Gazprom (100.0%)|Gazprom (100.0%),Gazprom PJSC (100.0%)|Gazprom PJSC (100.0%),1972,Medvezhye|Yamsoveiskoye,Europe,operating,operating,operating,operating
Gazprom dobycha Orenburg,Russia,1.593313222,Oil&Gas,OG0012043,https://www.gem.wiki/Orenburgskoye_Gas_Field_(Russia),51.029,55.065,GEM,OOO Gazprom Dobycha Orenburg,Gazprom (100.0%),Gazprom PJSC (100.0%),1974,Orenburgskoye,Europe,operating,operating,operating,operating
Gazprom dobycha Yamburg,Russia,8.863793695,Oil&Gas,OG0012039,https://www.gem.wiki/Yamburgskoye_Gas_Field_(Russia),68.000833,75.998611,GEM,OOO Gazprom Dobycha Yamburg,Gazprom (100.0%),Gazprom PJSC (100.0%),1991,Yamburgskoye,Europe,operating,operating,operating,operating
Gething Coal Mine,Canada,2.0808216,Coal,M0144,https://www.gem.wiki/Gething_coal_mine,56.038803,-122.305087,GEM,CKD Mines,CKD Mines (100.0%),CKD Mines (100.0%),No start year available,Gething Coal Mine,North America,not started,shelved,shelved,not started
Gevra Coal Mine,India,2.43019602,Coal,M0527,https://www.gem.wiki/Gevra_coal_mine,22.336312,82.545748,GEM,South Eastern Coalfields Limited (SECL),Coal India (100.0%),Coal India Ltd (100.0%),No start year available,Gevra Coal Mine,Asia,operating,proposed,proposed,not started
Ghawar Ain Dar N,Saudi Arabia,2.088574939,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.168024586663023,49.33135511385431,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Arabian Oil Company (Saudi Aramco) (100.0%),1951,Ghawar,Asia,operating,operating,operating,operating
Ghawar Ain Dar S,Saudi Arabia,1.43464453,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.14027280041436,49.28477514529138,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Arabian Oil Company (Saudi Aramco) (100.0%),1951,Ghawar,Asia,operating,operating,operating,operating
Ghawar Haradh,Saudi Arabia,6.966827829,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.16099319788222,49.19947244280236,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Arabian Oil Company (Saudi Aramco) (100.0%),1951,Ghawar,Asia,operating,operating,operating,operating
Ghawar Hawiyah,Saudi Arabia,4.649714459,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.309958462776457,49.31624173792778,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Arabian Oil Company (Saudi Aramco) (100.0%),1951,Ghawar,Asia,operating,operating,operating,operating
Ghawar Shedgum,Saudi Arabia,5.695002943,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.156229967218003,49.16504335260739,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Arabian Oil Company (Saudi Aramco) (100.0%),1951,Ghawar,Asia,operating,operating,operating,operating
Ghawar Uthmaniyah,Saudi Arabia,19.22190525,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.238877998160003,49.27597192023354,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Arabian Oil Company (Saudi Aramco) (100.0%),1951,Ghawar,Asia,operating,operating,operating,operating
Goldwyer Shale,Australia,4.468806417,Oil&Gas,No informations available on GEM,No informations available on GEM,-22.8,121.6,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Oceania,not started,None,not started,not started
Goonyella-Riverside Coal Mine,Australia,2.18219496,Coal,M0043,https://www.gem.wiki/Goonyella_Riverside_mine,-21.792321,147.962045,GEM,"Queensland Coal, BHP Mitsubishi Alliance (BMA)",BHP (50.0%);Mitsubishi Corporation (50.0%),BHP Group Ltd (50.0%);Mitsubishi Corp (50.0%),1989,Goonyella-Riverside Coal Mine,Oceania,operating,operating,operating,operating
Gorgon LNG T1-T3,Australia,1.931000175,Oil&Gas,No informations available on GEM,No informations available on GEM,-20.4,116.9,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Oceania,operating,None,operating,operating
Greater Burgan,Kuwait,8.341919008,Oil&Gas,OG0012421,https://www.gem.wiki/Greater_Burgan_Oil_and_Gas_Complex_(Kuwait),29.07838,47.98141,GEM,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,Greater Burgan,Asia,operating,operating,operating,operating
Greater Liza (Liza),Guyana,1.002783934,Oil&Gas,No informations available on GEM,No informations available on GEM,5.7,-59.7,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,South America,operating,None,operating,operating
Greater Soutpansberg Coal Project,South Africa,2.80377372,Coal,M0898,https://www.gem.wiki/Greater_Soutpansberg_Project,-22.881211,29.661589,GEM,MC Mining,MC Mining (74.0%);Rothe Investments (26.0%),MC Mining (74.0%);Rothe Investments (26.0%),No start year available,Greater Soutpansberg Coal Project,Africa,not started,proposed,proposed,not started
Greater Turbot (Stabroek),Guyana,1.114423675,Oil&Gas,OG0013080,https://www.gem.wiki/Stabroek_Oil_and_Gas_Block_(Guyana),7.9904,-57.0997,GEM,ExxonMobil,ExxonMobil Corporation (45.0%);Hess Corporation (30.0%);CNOOC International (25.0%),Exxon Mobil Corp (45.0%);Hess Corporation (30.0%);China National Offshore Oil Corp (CNOOC) (25.0%),No start year available,Stabroek,South America,not started,operating,operating,operating
Grootegeluk Coal Mine,South Africa,6.87204672,Coal,M0900,https://www.gem.wiki/Grootegeluk_coal_mine,-23.657141,27.566687,GEM,Exxaro Coal,Exxaro (100.0%),Exxaro Resources Ltd (100.0%),1980,Grootegeluk Coal Mine,Africa,operating,operating,operating,operating
Gulf Coast Centre Offshore,United States,1.106200913,Oil&Gas,No informations available on GEM,No informations available on GEM,28.6,-96.3,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,North America,not started,None,not started,not started
Gulf Deepwater Offshore,Mexico,2.204840846,Oil&Gas,No informations available on GEM,No informations available on GEM,25.8,-97.8,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,North America,not started,None,not started,not started
Guojiatan Coal Mine,China,2.1613851,Coal,M0227,https://www.gem.wiki/Guojiatan_coal_mine,38.611469,109.809687,GEM,Shaanxi Yulin Energy Group Guojiatan Mining Company,Shaanxi Yulin Energy Group (100.0%),Shaanxi Yulin Energy Group Co Ltd (100.0%),No start year available,Guojiatan Coal Mine,Asia,not started,proposed,proposed,not started
Guojiawan Coal Mine,China,1.87688292,Coal,M1128,https://www.gem.wiki/Fugu_Guojiawan_mine,39.278743,110.39397,GEM,Yulin Shenhua Energy,China Energy (37.0%);Shaanxi Coal and Chemical Group (18.0%);Fugu State-Owned Asset Management and Operation Company (21.0%);Others (24.0%),China Energy Investment Corp Ltd (37.0%);Shaanxi Coal and Chemical Industry Group Co Ltd (18.0%);Fugu State-Owned Asset Management and Operation Company (21.0%);Others (24.0%),2017,Guojiawan Coal Mine,Asia,operating,operating,operating,operating
Guqiao Coal Mine,China,2.029181352,Coal,M0229,https://www.gem.wiki/Guqiao_Coal_Mine,32.821408,116.545709,GEM,Huainan Mining Group,Huaihe Energy (83.0%);China Cinda Asset Management (8.0%);China Energy (3.0%);Others (6.0%),Huaihe Energy (83.0%);China Cinda Asset Management (8.0%);China Energy Investment Corp Ltd (3.0%);Others (6.0%),2007,Guqiao Coal Mine,Asia,operating,operating,operating,operating
Haerwusu Surface Mine,China,2.0804889,Coal,M0230,https://www.gem.wiki/Haerwusu_Surface_Mine,39.731044,111.258324,GEM,China Shenhua Energy,China Energy (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),China Energy Investment Corp Ltd (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),2008,Haerwusu Surface Mine,Asia,operating,operating,operating,operating
Halagou Coal Mine,China,1.25939088,Coal,M0231,https://www.gem.wiki/Halagou_Coal_Mine,39.232488,110.076802,GEM,China Shenhua Energy,China Energy (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),China Energy Investment Corp Ltd (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),2004,Halagou Coal Mine,Asia,operating,operating,operating,operating
Halfayah,Iraq,1.409043856,Oil&Gas,OG0011979,https://www.gem.wiki/Halfaya_Oil_Field_(Iraq),31.546,47.451,GEM,PetroChina,China National Petroleum Corporation (37.5%);TotalEnergies (18.8%);Petroliam Nasional Berhad (Petronas) (18.8%);Basra Oil Company (24.9%),China National Petroleum Corporation (CNPC) (37.5%);TotalEnergies SE (18.8%);Petroliam Nasional Berhad (Petronas) (18.8%);Basra Oil Company (24.9%),2012,Halfaya,Asia,operating,operating,operating,operating
Hambach Coal Mine,Germany,1.7054961,Coal,M0453,https://www.gem.wiki/Hambach_mine,50.891826,6.5734464,GEM,RWE Power,RWE Power (100.0%),RWE AG (100.0%),1978,Hambach Coal Mine,Europe,operating,operating,operating,operating
Hamilton County Mine No.1,United States,1.184779292,Coal,M1079,https://www.gem.wiki/Mine_No._1_(White_Oak_Mine),38.1702261,-88.6013872,GEM,Hamilton County Coal,Alliance Resource Partners (100.0%),Alliance Resource Partners LP (100.0%),2014,White Oak Coal Mine,North America,operating,operating,operating,operating
Hanglaiwan Coal Mine,China,1.780964196,Coal,M0232,https://www.gem.wiki/Hanglaiwan_Coal_Mine,38.530798,109.871886,GEM,Shaanxi Youse Yulin Coal Industry Company,Shaanxi Youser Group (62.4%);Shaanxi Yanchang Petroleum Group (37.6%),Shaanxi Youser Group (62.4%);Shaanxi Yanchang Petroleum Group Co Ltd (37.6%),2012,Hanglaiwan Coal Mine,Asia,operating,operating,operating,operating
Harmaliyah,Saudi Arabia,1.028095523,Oil&Gas,No informations available on GEM,No informations available on GEM,28.7,38.9,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,operating,None,operating,operating
Hassi Messaoud,Algeria,1.215923408,Oil&Gas,OG0012632,https://www.gem.wiki/Hassi_Messaoud_Oil_and_Gas_Field_(Algeria),31.854,5.8,GEM,Sonatrach,Sonatrach SPA (100.0%),Sonatrach SPA (100.0%),No start year available,Hassi Messaoud,Africa,operating,operating,operating,operating
Hassi R'Mel (Domestic),Algeria,2.271542343,Oil&Gas,OG0012634,https://www.gem.wiki/Hassi_R'Mel_Gas_Field_(Algeria),33.064,3.202,GEM,Sonatrach,Sonatrach SPA (100.0%),Sonatrach SPA (100.0%),1961,Hassi R'Mel,Africa,operating,operating,operating,operating
