name,country,potential_gtco2,fuel_type,id,gem_source,latitude,longitude,source_for_lat_long,operators,parent_company,companies,start_year,multiple_unit,world_region,status_cb,status_gem,status_lvl_1,status_lvl_2
Carmichael Coal Project,Australia,2.1068964,Coal,M0023,https://www.gem.wiki/Carmichael_Coal_Project,-22.073611,146.329722,GEM,Adani Mining,Adani Group (100.0%),Adani Group (100.0%),2021,Carmichael Coal Project,Oceania,not started,operating,operating,operating
Central Arabian Offshore,Bahrain,1.411444785,Oil&Gas,No informations available on GEM,No informations available on GEM,26.1,50.5,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,not started,None,not started,not started
Central Arabian Offshore,Iran,2.122142874,Oil&Gas,No informations available on GEM,No informations available on GEM,25.6,54.7,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,not started,None,not started,not started
Central Arabian Offshore,Saudi Arabia,6.860051661,Oil&Gas,No informations available on GEM,No informations available on GEM,20.0,39.6,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,not started,None,not started,not started
Central Arabian Onshore,Iraq,2.607423632,Oil&Gas,No informations available on GEM,No informations available on GEM,30.4,47.5,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,not started,None,not started,not started
Central Arabian Onshore,Kuwait,3.597522951,Oil&Gas,No informations available on GEM,No informations available on GEM,29.3,47.7,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,not started,None,not started,not started
Central Arabian Onshore,Qatar,2.217231619,Oil&Gas,No informations available on GEM,No informations available on GEM,25.6,51.3,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,not started,None,not started,not started
Central Arabian Onshore,Saudi Arabia,4.359973713,Oil&Gas,No informations available on GEM,No informations available on GEM,26.5,46.7,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,not started,None,not started,not started
Central Uplift Onshore Xinjiang Uygur Autonomous Region,China,1.04432647,Oil&Gas,No informations available on GEM,No informations available on GEM,43.9,87.5,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,not started,None,not started,not started
Cerrejón Coal Mine,Colombia,2.40895116,Coal,M0440,https://www.gem.wiki/Cerrejon_coal_mine,11.033968,-72.662926,GEM,Cerrejón Coal Company,Glencore (100.0%),Glencore PLC (100.0%),1985,Cerrejón Coal Mine,South America,operating,operating,operating,operating
Chagannur No.1 Coal Mine,China,1.73650512,Coal,M0189,https://www.gem.wiki/Chagannur_No.1_coal_mine,43.553884,115.167883,GEM,Xilingol Fengfeng Energy Company,Jizhong Energy Group (48.0%);China Huarong Asset Management Company (2.0%);China Energy Investment Corporation (49.0%);Others (1.0%),Jizhong Energy Group Co Ltd (48.0%);China Huarong Asset Management Company (2.0%);China Energy Investment Corp Ltd (49.0%);Others (1.0%),No start year available,Chagannur No.1 Coal Mine,Asia,not started,proposed,proposed,not started
Chahasu Coal Mine,China,4.208464524,Coal,M0190,https://www.gem.wiki/Chahasu_mine,39.302564,109.965281,GEM,Guodian & Jiantou Inner Mongolia Energy Investment Company,China Energy (50.0%);Hebei Construction & Investment Group (50.0%),China Energy Investment Corp Ltd (50.0%);Hebei Construction & Investment Group Co Ltd (50.0%),No start year available,Chahasu Coal Mine,Asia,operating,operating,operating,operating
Changcheng No.3 Coal Mine,China,1.12311012,Coal,M0192,https://www.gem.wiki/Changcheng_No.3_coal_mine,38.369137,106.57545,GEM,Otog Front Banner Changcheng No.3 Mining Company,Shandong Energy (43.0%);State Grid Company (10.0%);China Huadian Group (16.0%);Others (1.0%),Shandong Energy Co Ltd (43.0%);State Grid Corp of China (10.0%);China Huadian Corp Ltd (16.0%);Others (1.0%),No start year available,Changcheng No. 3 Coal Mine,Asia,not started,proposed,proposed,not started
Changqing,China,4.939920283,Oil&Gas,OG0010879,https://www.gem.wiki/Changqing_Oil_Field_(China),37.4467,106.6668,GEM,CNPC,No informations on company (100.0%),China National Petroleum Corporation (CNPC) (100.0%),1975,Changqing,Asia,operating,operating,operating,operating
Chirodzi Coal Mine,Mozambique,2.928816,Coal,M0739,https://www.gem.wiki/Chirodzi_coal_mine,-15.914093,33.013188,GEM,Jindal Steel & Power Limited (JSPL) Mozambique Minerals Limited,Jindal Group (100.0%),Jindal Group (100.0%),No start year available,Chirodzi Coal Mine,Africa,not started,proposed,proposed,not started
Christina Lake,Canada,1.232128944,Oil&Gas,No informations available on GEM,No informations available on GEM,59.3,-128.5,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,North America,operating,None,operating,operating
Chukchi Sea Offshore,United States,2.539277487,Oil&Gas,No informations available on GEM,No informations available on GEM,71.1,-168.0,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,North America,not started,None,not started,not started
Collingham Shale,South Africa,1.849888206,Oil&Gas,OG0013108|OG0013107|OG0017522,https://www.gem.wiki/Brulpadda_Oil_and_Gas_Field_(South_Africa)|https://www.gem.wiki/Luiperd_Oil_and_Gas_Field_(South_Africa)|https://www.gem.wiki/Paddavissie_Fairway_Oil_and_Gas_Complex_(South_Africa),-35.8797,22.821,GEM,TotalEnergies|TotalEnergies|TotalEnergies,TotalEnergies (45.0%);QatarEnergy (25.0%);Canadian Natural Resources Limited (20.0%);Africa Energy Corp. (4.9%);Others (5.099999999999994%)|TotalEnergies (45.0%);QatarEnergy (25.0%);Canadian Natural Resources Limited (20.0%);Africa Energy Corp. (4.9%);Others (5.099999999999994%)|None (100.0%),TotalEnergies SE (45.0%);QatarEnergy (25.0%);Canadian Natural Resources Ltd (CNRL) (20.0%);Africa Energy Corp. (4.9%);Others (5.099999999999994%)|TotalEnergies SE (45.0%);QatarEnergy (25.0%);Canadian Natural Resources Ltd (CNRL) (20.0%);Africa Energy Corp. (4.9%);Others (5.099999999999994%)|None (100.0%),2027,Brulpadda|Luiperd|Paddavissie Fairway,Africa,not started,in development,in development,not started
Cumberland Coal Mine,United States,1.89396768,Coal,M1012,https://www.gem.wiki/Cumberland_Mine,39.81,-80.17,GEM,Cumberland Coal Resources,Contura Energy (100.0%),Contura Energy (100.0%),1981,Cumberland Coal Mine,North America,operating,operating,operating,operating
DJ Basin Tight Oil,United States,5.852116216,Oil&Gas,OG0015932|OG0014345|OG0014776|OG0014870|OG0015158|OG0015339|OG0015786|OG0015931|OG0016560|OG0016661|OG0015338|OG0016951|OG0014318|OG0014374|OG0014775|OG0014869|OG0015157|OG0015246|OG0015337|OG0015506|OG0015785|OG0015930|OG0015953|OG0016559|OG0016917|OG0016925|OG0016970|OG0016981,"https://www.gem.wiki/DJ_Horizontal_Codell_-_PDC_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Bison_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Confluence_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Crestone_Peak_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Extraction_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Highpoint_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Noble_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_PDC_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Verdad_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Whiting_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Hereford_-_Highpoint_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Silo_-_Kaiser_Francis_Oil_and_Gas_Asset_(Wyoming,_United_States)|https://www.gem.wiki/Wattenberg_-_Bayswater_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Bonanza_Creek_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Confluence_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Crestone_Peak_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Extraction_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Great_Western_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Highpoint_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Kerr_Mcgee_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Noble_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_PDC_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Petro_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wattenberg_-_Verdad_Oil_and_Gas_Asset_(Colorado,_United_States)|https://www.gem.wiki/Wildcat_-_Laramie_County_-_EOG_Oil_and_Gas_Asset_(Wyoming,_United_States)|https://www.gem.wiki/Wildcat_-_Laramie_County_-_Helis_Oil_and_Gas_Asset_(Wyoming,_United_States)|https://www.gem.wiki/Wildcat_-_Laramie_County_-_North_Silo_Oil_and_Gas_Asset_(Wyoming,_United_States)|https://www.gem.wiki/Wildcat_-_Laramie_County_-_Samson_Oil_and_Gas_Asset_(Wyoming,_United_States)",41.1,-103.6,Manual,PDC Energy|Bison Oil & Gas|Confluence|Crestone Peak Resources|Extraction Oil & Gas|Highpoint Operating Corp.|Noble Energy|PDC Energy|Verdad Resources|Whiting Oil & Gas Corporation|Highpoint Operating Corp.|Kaiser Francis Oil Co|Bayswater Operating|Bonanza Creek Energy|Confluence|Crestone Peak Resources|Extraction Oil & Gas|Great Western Operating Co.|Highpoint Operating Corp.|Kerr Mcgee Oil & Gas Onshore|Noble Energy|PDC Energy|Petro Operating Company|Verdad Resources|EOG Resources|Helis Oil & Gas Company|North Silo Resources|Samson Exploration,None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%),PDC Energy Inc (100.0%)|Bison Oil & Gas (100.0%)|Confluence (100.0%)|Crestone Peak Resources (100.0%)|Extraction Oil & Gas (100.0%)|Highpoint Operating Corp. (100.0%)|Noble Energy (100.0%)|PDC Energy Inc (100.0%)|Verdad Resources (100.0%)|Whiting Oil & Gas Corporation (100.0%)|Highpoint Operating Corp. (100.0%)|Kaiser Francis Oil Co (100.0%)|Bayswater Operating (100.0%)|Bonanza Creek Energy (100.0%)|Confluence (100.0%)|Crestone Peak Resources (100.0%)|Extraction Oil & Gas (100.0%)|Great Western Operating Co. (100.0%)|Highpoint Operating Corp. (100.0%)|Kerr Mcgee Oil & Gas Onshore (100.0%)|Noble Energy (100.0%)|PDC Energy Inc (100.0%)|Petro Operating Company (100.0%)|Verdad Resources (100.0%)|EOG Resources Inc (100.0%)|Helis Oil & Gas Company (100.0%)|North Silo Resources (100.0%)|Samson Exploration (100.0%),No start year available,DJ Horizontal Codell - PDC|DJ Horizontal Niobrara - Bison|DJ Horizontal Niobrara - Confluence|DJ Horizontal Niobrara - Crestone Peak|DJ Horizontal Niobrara - Extraction|DJ Horizontal Niobrara - Highpoint|DJ Horizontal Niobrara - Noble|DJ Horizontal Niobrara - PDC|DJ Horizontal Niobrara - Verdad|DJ Horizontal Niobrara - Whiting|Hereford - Highpoint|Silo - Kaiser Francis|Wattenberg - Bayswater|Wattenberg - Bonanza Creek|Wattenberg - Confluence|Wattenberg - Crestone Peak|Wattenberg - Extraction|Wattenberg - Great Western|Wattenberg - Highpoint|Wattenberg - Kerr Mcgee|Wattenberg - Noble|Wattenberg - PDC|Wattenberg - Petro|Wattenberg - Verdad|Wildcat - Laramie County - EOG|Wildcat - Laramie County - Helis|Wildcat - Laramie County - North Silo|Wildcat - Laramie County - Samson,North America,operating,operating,operating,operating
Dafosi Coal Mine,China,1.360020116,Coal,M0199,https://www.gem.wiki/Dafosi_Coal_Mine,35.062428,107.960069,GEM,Shaanxi Bingchang Dafosi Mining Company,Shaanxi Coal and Chemical Industry Group (56.8%);Binxian Coal Company (5.0%);Shaanxi Investment Group (5.0%);Others (0.20000000000000284%),Shaanxi Coal and Chemical Industry Group Co Ltd (56.8%);Binxian Coal Company (5.0%);Shaanxi Investment Group Co Ltd (5.0%);Others (0.20000000000000284%),No start year available,Dafosi Coal Mine,Asia,operating,operating,operating,operating
Dahaize Coal Mine,China,7.993471068,Coal,M0200,https://www.gem.wiki/Dahaize_coal_mine,38.422179,109.277001,GEM,China Coal Shaanxi Yulin Energy Chemical Company,China Coal (100.0%),China Coal Xinji Energy Co Ltd (100.0%),2022,Dahaize Coal Mine,Asia,not started,operating,operating,operating
Dalaihushuo Coal Mine,China,2.875609176,Coal,M0201,https://www.gem.wiki/Dalaihushuo_coal_mine,45.382698,119.486564,GEM,Inner Mongolia Jimei Mining Industry Company,Jilin Province Coal Industry Group (41.0%);Tibet Hengyisheng Investment Company (39.0%);Fude Life Insurance Company (20.0%),Jilin Province Coal Industry Group (41.0%);Tibet Hengyisheng Investment Company (39.0%);Fude Life Insurance Company (20.0%),No start year available,Dalaihushuo Coal Mine,Asia,not started,proposed,proposed,not started
Daliuta Coal Mine,China,1.207160328,Coal,M0202,https://www.gem.wiki/Shenhua_Daliuta_coal_mine,39.263103,110.234325,GEM,China Shenhua Energy,China Energy (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),China Energy Investment Corp Ltd (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),1996,Daliuta Coal Mine,Asia,operating,operating,operating,operating
Dananhu No. 7 Coal Mine,China,3.63173184,Coal,M1112,https://www.gem.wiki/Dananhu_No._7_Mine,42.383,93.0205,GEM,Guotou Hami Eenergy Development Company,China Reform Holdings Company (36.0%);China Chengtong Holdings Group (20.0%);China Coal (29.0%);China Energy (15.0%),China Reform Holdings Company (36.0%);China Chengtong Holdings Group (20.0%);China Coal Xinji Energy Co Ltd (29.0%);China Energy Investment Corp Ltd (15.0%),2022,Dananhu No. 7 Mine,Asia,not started,operating,operating,operating
Dananhu No.1 Coal Mine,China,7.16583648,Coal,M0204,https://www.gem.wiki/Dananhu_No.1_Coal_Mine,42.382334,93.018391,GEM,State Grid Corporation of China Hami Coal & Energy Company,China Energy (100.0%),China Energy Investment Corp Ltd (100.0%),2017,Dananhu No. 1 Coal Mine,Asia,operating,operating,operating,operating
Dananhu West No.2 Coal Mine,China,2.74804677,Coal,M0206,https://www.gem.wiki/Dananhu_West_No.2_open-pit_mine,42.380815,92.96712,GEM,State Grid Corporation of China Hami Coal & Energy Company,China Energy (100.0%),China Energy Investment Corp Ltd (100.0%),No start year available,Dananhu West No. 2 Coal Mine,Asia,not started,operating,operating,operating
Daqing,China,2.601815792,Oil&Gas,No informations available on GEM,No informations available on GEM,45.6,125.0,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,operating,None,operating,operating
Dingji Coal Mine,China,1.667325,Coal,M0208,https://www.gem.wiki/Dingji_Coal_Mine,32.871396,116.631428,GEM,Huaihu Coal and Electricity Company,Huaihe Energy (50.0%);China Cinda Asset Management (49.0%);Others (1.0%),Huaihe Energy (50.0%);China Cinda Asset Management (49.0%);Others (1.0%),2007,Dingji Coal Mine,Asia,operating,operating,operating,operating
Dipka Coal Mine,India,1.1718525,Coal,M0513,https://www.gem.wiki/Dipka_coal_mine,22.345077,82.544192,GEM,South Eastern Coalfields Limited (SECL),Coal India (100.0%),Coal India Ltd (100.0%),1999,Dipka Coal Mine,Asia,operating,operating,operating,operating
Dolphin,Qatar,1.550235876,Oil&Gas,OG0012467,https://www.gem.wiki/Dolphin_Oil_and_Gas_Field_(Qatar),26.1938,52.0041,GEM,Dolphin Energy Limited,Mubadala Investment Company (51.0%);TotalEnergies (24.5%);Occidental Petroleum Corporation (24.5%),Mubadala Investment Company (51.0%);TotalEnergies SE (24.5%);Occidental Petroleum Corp (24.5%),No start year available,Dolphin,Asia,operating,operating,operating,operating
Dongzhouyao Coal Mine,China,2.152948235,Coal,M0210,https://www.gem.wiki/Dongzhouyao_mine,40.020636,112.863555,GEM,Jinneng Holding Coal Industry Group Dongzhouyao Datong Company,Jinneng Group (100.0%),Jinneng Holding Group Co Ltd (100.0%),No start year available,Dongzhouyao Coal Mine,Asia,operating,operating,operating,operating
Dovletabad-Donmez,Turkmenistan,1.578094288,Oil&Gas,No informations available on GEM,No informations available on GEM,38.2,59.6,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,Asia,operating,None,operating,operating
Duvernay,Canada,1.871369296,Oil&Gas,No informations available on GEM,No informations available on GEM,57.0,-111.2,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,North America,operating,None,operating,operating
Eagle Ford Shale,Mexico,5.0680294,Oil&Gas,No informations available on GEM,No informations available on GEM,26.5,-99.7,Manual,None,No informations on company (100.0%),No informations on company (100.0%),No start year available,None,North America,not started,None,not started,not started
Eagle Ford Shale,United States,5.924247947,Oil&Gas,OG0014242|OG0014613|OG0014174|OG0014360|OG0014609|OG0016257|OG0016419|OG0016564|OG0016589|OG0016590|OG0014296|OG0014610|OG0014920|OG0015049|OG0015131|OG0015632|OG0015650|OG0016044|OG0014358|OG0014409|OG0014973|OG0015051|OG0015260|OG0015738|OG0016810|OG0014237|OG0014611|OG0016591|OG0015147|OG0014781,"https://www.gem.wiki/Aguila_Vado_(Eagleford)_-_Apache_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Aguila_Vado_(Eagleford)_-_Chesapeake_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Briscoe_Ranch_(Eagleford)_-_Ageron_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Briscoe_Ranch_(Eagleford)_-_Blackbrush_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Briscoe_Ranch_(Eagleford)_-_Chesapeake_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Briscoe_Ranch_(Eagleford)_-_Silverbow_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Briscoe_Ranch_(Eagleford)_-_Texas_American_Resources_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Briscoe_Ranch_(Eagleford)_-_Verdun_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Briscoe_Ranch_(Eagleford)_-_Virtex_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Doering_Ranch_(Georgetown)_-_Virtex_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Eagleville_(Eagle_Ford-1)_-_Auterra_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Eagleville_(Eagle_Ford-1)_-_Chesapeake_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Eagleville_(Eagle_Ford-1)_-_Devon_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Eagleville_(Eagle_Ford-1)_-_EOG_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Eagleville_(Eagle_Ford-1)_-_Equinor_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Eagleville_(Eagle_Ford-1)_-_Magnolia_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Eagleville_(Eagle_Ford-1)_-_Marathon_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Eagleville_(Eagle_Ford-1)_-_Recoil_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Eagleville_(Eagle_Ford-2)_-_Blackbrush_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Eagleville_(Eagle_Ford-2)_-_BPX_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Eagleville_(Eagle_Ford-2)_-_Earthstone_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Eagleville_(Eagle_Ford-2)_-_EOG_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Eagleville_(Eagle_Ford-2)_-_Gulftex_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Eagleville_(Eagle_Ford-2)_-_Murphy_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Fashing_(Edwards_Lime_A)_-_XTO_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Giddings_(Eagleford)_-_Apache_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Giddings_(Eagleford)_-_Chesapeake_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Jourdanton_-_Virtex_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Briscoe_Ranch_(Eagleford)_-_Exco_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Sacatosa_(San_Miguel_#1_Sand)_-_ConocoPhillips_Oil_and_Gas_Asset_(Texas,_United_States)",30.57697534,-96.40893727,GEM,Apache Co.|Chesapeake Operating|Ageron Energy|Blackbrush|Chesapeake Operating|Silverbow Resources|Texas American Resources Company|Verdun Oil & Gas|Virtex Operating Company|Virtex Operating Company|Auterra Operating|Chesapeake Operating|Devon Energy|EOG Resources|Equinor Energy|Magnolia Oil & Gas Operating|Marathon Oil Company|Recoil Resources Operating|Blackbrush|BPX Operating|Earthstone Operating|EOG Resources|Gulftex Energy|Murphy E&P. Company|XTO Energy|Apache Co.|Chesapeake Operating|Virtex Operating Company|Exco Operating Co.|ConocoPhillips,None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%)|None (100.0%),Apache Co. (100.0%)|Chesapeake Operating (100.0%)|Ageron Energy (100.0%)|Blackbrush (100.0%)|Chesapeake Operating (100.0%)|SilverBow Resources Inc (100.0%)|Texas American Resources Company (100.0%)|Verdun Oil & Gas (100.0%)|Virtex Operating Company (100.0%)|Virtex Operating Company (100.0%)|Auterra Operating (100.0%)|Chesapeake Operating (100.0%)|Devon Energy Corp (100.0%)|EOG Resources Inc (100.0%)|Equinor ASA (100.0%)|Magnolia Oil & Gas Operating (100.0%)|Marathon Oil Corp (100.0%)|Recoil Resources Operating (100.0%)|Blackbrush (100.0%)|BPX Operating (100.0%)|Earthstone Operating (100.0%)|EOG Resources Inc (100.0%)|Gulftex Energy (100.0%)|Murphy E&P. Company (100.0%)|Exxon Mobil Corp (100.0%)|Apache Co. (100.0%)|Chesapeake Operating (100.0%)|Virtex Operating Company (100.0%)|Exco Operating Co. (100.0%)|ConocoPhillips (100.0%),No start year available,Aguila Vado (Eagleford) - Apache|Aguila Vado (Eagleford) - Chesapeake|Briscoe Ranch (Eagleford) - Ageron|Briscoe Ranch (Eagleford) - Blackbrush|Briscoe Ranch (Eagleford) - Chesapeake|Briscoe Ranch (Eagleford) - Silverbow|Briscoe Ranch (Eagleford) - Texas American Resources|Briscoe Ranch (Eagleford) - Verdun|Briscoe Ranch (Eagleford) - Virtex|Doering Ranch (Georgetown) - Virtex|Eagleville (Eagle Ford-1) - Auterra|Eagleville (Eagle Ford-1) - Chesapeake|Eagleville (Eagle Ford-1) - Devon|Eagleville (Eagle Ford-1) - EOG|Eagleville (Eagle Ford-1) - Equinor|Eagleville (Eagle Ford-1) - Magnolia|Eagleville (Eagle Ford-1) - Marathon|Eagleville (Eagle Ford-1) - Recoil|Eagleville (Eagle Ford-2) - Blackbrush|Eagleville (Eagle Ford-2) - BPX|Eagleville (Eagle Ford-2) - Earthstone|Eagleville (Eagle Ford-2) - EOG|Eagleville (Eagle Ford-2) - Gulftex|Eagleville (Eagle Ford-2) - Murphy|Fashing (Edwards Lime A) - XTO|Giddings (Eagleford) - Apache|Giddings (Eagleford) - Chesapeake|Jourdanton - Virtex|Briscoe Ranch (Eagleford) - Exco|Sacatosa (San Miguel #1 Sand) - ConocoPhillips,North America,operating,operating,operating,operating
East Natuna (x-Natuna D-Alpha),Indonesia,2.158541118,Oil&Gas,OG0012818,https://www.gem.wiki/Anoa_Oil_and_Gas_Field_(Indonesia),4.741635,5.7272,GEM,Harbour Energy,Harbour Energy (28.7%);Kuwait Petroleum Corporation (33.0%);Petroliam Nasional Berhad (Petronas) (14.3%);PTT PLC (12.0%);PT Pertamina (12.0%),Harbour Energy PLC (28.7%);Kuwait Petroleum Corp (33.0%);Petroliam Nasional Berhad (Petronas) (14.3%);PTT PLC (12.0%);Pertamina Persero PT (12.0%),1990,Anoa,Asia,not started,operating,operating,operating
Eastern Gas Program,Russia,4.274058366,Oil&Gas,OG0012384,https://www.gem.wiki/East_Tazovskoye_Oil_and_Gas_Field_(Russia),67.39,79.405,GEM,Novatek,No informations on company (100.0%),Novatek (100.0%),No start year available,East Tazovskoye,Europe,operating,operating,operating,operating
El Descanso Coal Mine,Colombia,4.149156,Coal,M0441,https://www.gem.wiki/El_Descanso_mine,9.7050912,-73.5231884,GEM,Drummond Limited,Drummond Company (100.0%),Drummond Company (100.0%),2009,El Descanso Coal Mine,South America,operating,operating,operating,operating
El Sharara,Libya,1.00784607,Oil&Gas,OG0012725,https://www.gem.wiki/El_Sharara_Oil_Field_(Libya),26.394,11.936,GEM,Akakus Oil Operations,National Oil Corporation (Libya) (66.7%);Repsol SA (13.3%);TotalEnergies (10.0%);OMV Aktiengesellschaft (10.0%),National Oil Corporation (Libya) (66.7%);Repsol SA (13.3%);TotalEnergies SE (10.0%);OMV AG (10.0%),1996,El Sharara,Africa,operating,shut in,shut in,stopped
Elegest Coal Mine,Russia,2.281434144,Coal,M0792,https://www.gem.wiki/Elegest_coal_mine,51.565237,94.112646,GEM,Tuva Energy Industrial Company,Tuva Energy Industrial Company (100.0%),Tuva Energy Industrial Company (100.0%),2026,Elegest Coal Mine,Europe,operating,shelved,shelved,not started
Elga Coal Mine,Russia,4.528609428,Coal,M0794,https://www.gem.wiki/Elginskiy_Coal_Mine,56.192426,130.635752,GEM,Elga-Sibanthracite,A-Property (100.0%),A-Property (100.0%),2011,Elginskiy Coal Mine,Europe,not started,operating,operating,operating
Ensham Coal Mine,Australia,1.31499396,Coal,M0038,https://www.gem.wiki/Ensham_mine,-23.454464,148.497455,GEM,Sungela,Thungela Resources Australia (85.0%);LX International (15.0%),Thungela Resources Ltd (85.0%);LX International (15.0%),1993,Ensham Coal Mine,Oceania,operating,operating,operating,operating
