name,headquarters_address,latitude,longitude,carbon_bomb_connected,url_logo,country,world_region
Hillwood O & G Operating Co.,None,0.0,0.0,Barnett Shale,None,None,None
Hongchuang (Shenzhen) Investment Center,None,0.0,0.0,Wangjiata Coal Mine,None,None,None
Huaihe Energy,"Beijing, China",39.904211,116.407395,"Dingji Coal Mine,Guqiao Coal Mine,Zhangji Coal Mine",http://www.wjwlg.com/uploadfiles/image/logo.png?bG9nby5wbmc=,China,Asia
Huayang New Material Technology Group Co Ltd,"Beijing, China",39.904211,116.407395,"Longwan Coal Mine,Qiyuan Coal Mine,Sijiazhuang Coal Mine,Yangquan No.1 Coal Mine",https://ru.wikipedia.org/wiki/Huayang_New_Material_Technology_Group#/media/%D0%A4%D0%B0%D0%B9%D0%BB:Yangquan_Coal_Industry_Group.png,China,Asia
Hubei Yihua Chemical Industry Co Ltd,"No. 30, Qingshan Road, Yichang, Hubei, China",31.05023,112.19398,Wucaiwan No.1 Surface Mine,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_256,w_256,f_auto,q_auto:eco,dpr_1/yxsbwt64aq7esl54mz7h",China,Asia
Huolinhe Coal Industry Group,"Beijing, China",39.904211,116.407395,Baiyinhua No.3 Surface Mine,None,China,Asia
ITOCHU Corp,"5-1, Kita-Aoyama 2-chome, Minato-ku, Tokyo, Japan",35.6715796,139.717307,Qurna West,None,Japan,Asia
Imperial Oil Resources Limited,"505 Quarry Park Blvd SE, Calgary, AB T2C 5N1, Canada",50.95963,-114.01382,"Athabasca Oil Sands Project,Syncrude Mildred Lake/Aurora",None,Canada,North America
Indexim Coalindo,"Jakarta, Indonesia",-6.2087634,106.845599,Indexim Coalindo Coal Mine,None,Indonesia,Asia
Indian Oil Corp Ltd,"IndianOil Bhavan, G-9, Ali Yavar Jung Marg, Bandra (East), Mumbai, India",19.0614046,72.84749769999999,Orinoco Joint Ventures,https://www.iocl.com/assets/images/logo.gif,India,Asia
Indika Energy Tbk PT,"Indika Energy Building, Jl. Jend. Sudirman Kav. 52-53, Jakarta, Indonesia",-6.2262521,106.806356,Pasir Coal Mine,None,Indonesia,Asia
Indonesia Asahan Aluminium Persero PT,"Jl. MH Thamrin No. 2-4, Jakarta, Indonesia",-6.1863542,106.8238987,PTBA Coal Mines,https://www.inalum.id/themes/inalum/assets/images/Logo-Inalum-MIND-ID.png,Indonesia,Asia
Industrial Development Corporation,"19 Fredman Dr, Sandown, Sandton, Johannesburg, South Africa",-26.1027811,28.0527649,New Largo Coal Mine,None,South Africa,Africa
Industrial and Commercial Bank of China,"55 Fuxingmennei Street, Xicheng District, Beijing, China",39.9073,116.36566,"Baiyinhua No.3 Surface Mine,Huangling No.2 Coal Mine",https://fr.wikipedia.org/wiki/Banque_industrielle_et_commerciale_de_Chine#/media/Fichier:Industrial_and_Commercial_Bank_of_China_(logo).svg,China,Asia
Inner Mongolia Boyuan Holdings Group,"Beijing, China",39.904211,116.407395,"Muduchaideng Coal Mine,Nalin River No.2 Coal Mine",None,China,Asia
Inner Mongolia Coal Field Geological Bureau,"Beijing, China",39.904211,116.407395,Hongqinghe Coal Mine,None,China,Asia
Inner Mongolia Guanglian Minzu Economic Development Company,"Beijing, China",39.904211,116.407395,Hongqinghe Coal Mine,None,China,Asia
Inner Mongolia Huineng Coal and Electricity Group,"Beijing, China",39.904211,116.407395,"Baijia Haizi Coal Mine,Inner Mongolia Erlintu Coal Mine",None,China,Asia
Inner Mongolia Kaiyuan Shiye Group,"Beijing, China",39.904211,116.407395,Inner Mongolia Erlintu Coal Mine,None,China,Asia
Inner Mongolia Mengtai Group Co Ltd,"Beijing, China",39.904211,116.407395,Buliangou Coal Mine,None,China,Asia
Inner Mongolia Ordos Investment Holding Group,"Beijing, China",39.904211,116.407395,Baijia Haizi Coal Mine,None,China,Asia
Inner Mongolia Shengli Resource Group,"Beijing, China",39.904211,116.407395,Hongshuliang Coal Mine,None,China,Asia
Inner Mongolia Yitai Investment Co Ltd,"No. 1 Yitai Avenue, Yitai Industry Park, Ordos, Inner Mongolia, China",39.6084499,109.78087,"Hongqinghe Coal Mine,Suancigou Coal Mine,Talahao Coal Mine",None,China,Asia
Inpex Corp,"Akasaka Biz Tower, 5-3-1 Akasaka, Minato-ku, Tokyo, Japan",35.673036,139.7363031,"ACG (Azeri-Chirag-Guneshli Deep Water),Lower Zakum,Upper Zakum",https://www.inpex.co.jp/english/common/img/hdr_logo01.png,Japan,Asia
Inpex Eagle Ford,None,0.0,0.0,Austin Chalk Tight,None,None,None
Integrated Energy Services Corporation,"Washingthon, USA",47.7510741,-120.7401386,Mount Pleasant Coal Mine,None,United States,North America
Iraqi Oil Exploration Company,"Baghdad, Iraq",33.315241,44.3660671,Qurna West,https://www.oec.oil.gov.iq/assets/images/en/logo.png,Iraq,Asia
JFE Steel,"1-1, Uchisaiwaicho 2-chome, Chiyoda-ku, Tokyo, Japan",35.671496,139.7578606,Byerwen Coal Mine,None,Japan,Asia
JSC Samruk-Kazyna,"8, Mangilik El avenue, Nur-Sultan, Kazakhstan",51.125086,71.436193,Kashagan,None,Kazakhstan,Asia
Jagged Peak Energy,None,0.0,0.0,Woodford Shale,None,None,None
Jiangsu Yueda Group,"Beijing, China",39.904211,116.407395,Huangling No.2 Coal Mine,None,China,Asia
Jiaxing Dejian Investment Partnership,"Beijing, China",39.904211,116.407395,Jinjitan Coal Mine,None,China,Asia
Jilin Province Coal Industry Group,"Beijing, China",39.904211,116.407395,Dalaihushuo Coal Mine,None,China,Asia
Jinchengtai Limited Liability Company Of Chemical Industry of Ordos City,"Beijing, China",39.904211,116.407395,Shilawusu Coal Mine,None,China,Asia
Jindal Group,"Jindal Centre, 12, Bhikaiji Cama Place, New Delhi, India",28.5691405,77.18643159999999,Chirodzi Coal Mine,None,India,Asia
Jinneng Holding Group Co Ltd,"No. 1 Jinneng Road, Jinzhong, Shanxi, China",37.3582994,112.0082951,"Ba Leng Coal Mine,Dongzhouyao Coal Mine,Longwan Coal Mine,Madaotou Coal Mine,Majialiang Coal Mine,Sanjiao No.1 Coal Mine,Shangyuquan Coal Mine,Shanxi Dongda Coal Mine,Sihe Coal Mine,Tashan Coal Mine,Tongxin Coal Mine,Wenjiazhuang Coal Mine",https://en.wikipedia.org/wiki/Jinneng_Holding_Equipment_Manufacturing_Group#/media/File:Jincheng_Anthracite_Mining_Group_logo.jpg,China,Asia
Jiutai Energy,"Beijing, China",39.904211,116.407395,Shilawusu Coal Mine,None,China,Asia
Jizhong Energy Group Co Ltd,"Hebei, China",38.0359899,114.46979,Chagannur No.1 Coal Mine,None,China,Asia
Joint Resources JSC,"Astana, Kazakhstan",51.1655126,71.4272222,Shubarkol Coal Mine,None,Kazakhstan,Asia
Joint-Stock Company “Sovereign Wealth Fund “Samruk Kazyna”,None,0.0,0.0,"Karachaganak,Tengiz",None,None,None
Junggar Juli Cultivation Company,"Beijing, China",39.904211,116.407395,Hongshuliang Coal Mine,None,China,Asia
Kailuan Group Ltd Liability Corp,"Hebei, China",38.0359899,114.46979,Hongshuliang Coal Mine,None,China,Asia
Kazakhmys Corporation,"104a, Abay Ave., Zhezkazgan, Kazakhstan",47.7909486,67.6798538,Borly Coal Mines,None,Kazakhstan,Asia
Kolmar,"Moscow, Russia",55.755826,37.6173,Inaglinskaya-2 Mine,https://www.kolmargroup.com/wp-content/themes/kolmar/images/logo.svg,Russia,Europe
Korea Gas Corporation (KOGAS),"92, Daedong-ro, 3-gil, Seo-gu, Daegu, South Korea",35.8981553,128.6095063,"Basrah Gas project,Zubair",https://www.kogas.or.kr:9450/user/resources/images/hd_logo.png,South Korea,Asia
Kuwait Petroleum Corp,"P.O. Box 26565, Safat, Kuwait City, Kuwait",29.3715596,47.9736459,"East Natuna (x-Natuna D-Alpha),Khafji",https://en.wikipedia.org/wiki/Kuwait_Petroleum_Corporation#/media/File:Kuwait_Petroleum_Corporation_Logo.svg,Kuwait,Asia
LG International,"20 Yoido-dong, Youngdungpo-gu, Seoul, South Korea",37.5278847,126.9292303,GAM Coal Mine,https://www.lg.com/lg5-common-gp/images/common/header/logo-b2c.jpg,South Korea,Asia
LUKOIL PJSC,"11 Sretensky Boulevard, Moscow, 101000, Russia",55.76664580000001,37.6359498,"Karachaganak,Qurna West-2,Tengiz",https://fr.wikipedia.org/wiki/Lukoil#/media/Fichier:Lukoil_company_logo.svg,Russia,Europe
LX International,"Seoul, South Korea",37.5518911,126.9917937,Ensham Coal Mine,None,South Korea,Asia
Lakota Energy,None,0.0,0.0,Barnett Shale,None,None,None
Langfang Heyuan Investment Center,"Beijing, China",39.904211,116.407395,Wangjiata Coal Mine,None,China,Asia
Lime Rock Resources,None,0.0,0.0,Barnett Shale,None,None,None
Lu'an Chemical Group Co Ltd,"Beijing, China",39.904211,116.407395,"Gaohe Coal Mine,Shanxi Lu'an Gucheng Coal Mine",None,China,Asia
Luen Mei Group,"Beijing, China",39.904211,116.407395,Longwanggou Coal Mine,None,China,Asia
Lundin Energy AB,"Hovslagargatan 5, SE-111 48, Stockholm, Sweden",59.3297312,18.0779061,Johan Sverdrup,http://www.lundin-energy.com/wp-content/uploads/2020/08/Lundin-220.svg,Sweden,Europe
MC Mining,"The Place, 1 Sandton Drive, Sandown, Sandton, South Africa",-26.1102192,28.0494033,Greater Soutpansberg Coal Project,None,South Africa,Africa
Magnolia Oil & Gas Operating,None,0.0,0.0,Austin Chalk Tight,None,None,None
Manshi Group,"Beijing, China",39.904211,116.407395,"Hulusu Coal Mine,Menkeqing Coal Mine",None,China,Asia
Marathon Oil Corp,None,0.0,0.0,Austin Chalk Tight,None,None,None
Matador Production Company,None,0.0,0.0,Austin Chalk Tight,None,None,None
Mccutchin Petroleum Corporation,None,0.0,0.0,Barnett Shale,None,None,None
Merit Energy Company,None,0.0,0.0,Barnett Shale,None,None,None
Mineralogy,None,0.0,0.0,Galilee Coal Mine,None,None,None
Minerals Development Company Botswana,"Private Bag 00422, Gaborone, Botswana",-24.6282079,25.9231471,Project Motheo,None,Botswana,Africa
Ming Kei Energy Investment Company,"Beijing, China",39.904211,116.407395,Baiyanghe Coal Mine,None,China,Asia
Ministry of Finance of Uzbekistan,"5 Mustaqillik Square, Tashkent 100008, Uzbekistan",41.3147075,69.268663,Angren Coal Mine,None,Uzbekistan,Asia
Missan Oil Company,"Basra, Iraq",30.5257657,47.77379699999999,"Basrah Gas project,Zubair",None,Iraq,Asia
Mitsubishi Corp,"2-3-1 Marunouchi, Chiyoda-ku, Tokyo, Japan",35.6789184,139.7606607,"Blackwater Coal Mine,Goonyella-Riverside Coal Mine,Peak Downs Coal Mine,Red Hill Coal Project,Saraji East Coal Mine,Wards Well Coal Mine",https://www.mitsubishicorp.com/jp/en/cmn/img/st.png,Japan,Asia
Mitsui & Co. Ltd.,None,0.0,0.0,"QatarGas 1 LNG T1-T3,QatarGas LNG T12-T13 (NFE-South)",None,None,None
Mozambique Rovuma Venture,None,0.0,0.0,Area 1 LNG (T1&T2),None,None,None
Mubadala Investment Company,"Al Mamoura A Building, Mohammed Bin Zayed City, Abu Dhabi, UAE",24.3477446,54.55326600000001,Dolphin,None,United Arab Emirates,Asia
Murphy E&P. Company,None,0.0,0.0,Austin Chalk Tight,None,None,None
NMDC,"Khanij Bhavan, Masab Tank, Hyderabad - 500028, India",17.3981214,78.45001660000001,Zambezi Coal Mine,None,India,Asia
NTPC Ltd,"NTPC Bhawan, SCOPE Complex, Institutional Area, Lodhi Road, New Delhi - 110003, India",28.5902496,77.2255836,Zambezi Coal Mine,None,India,Asia
National Bank of the Republic of Kazakhstan,"21 ""K"" Kunayev str., 050051, Almaty, Kazakhstan",43.2572612,76.949915,Tengiz,None,Kazakhstan,Asia
National Iranian Oil Company,"Hafez Ave, Tehran, Iran",35.7021473,51.4127537,"Agha Jari,Ahwaz Asmari,Ahwaz Bangestan,Gachsaran,Kish Gas Project,Mansouri Bangestan,Marun,Pazanan,South Pars (Phases 20-21),South Pars (Phases 4-5) dry gas,South Pars (Phases 9-10) dry gas",https://en.wikipedia.org/wiki/File:National_Iranian_Oil_Company_logo.svg,Iran,Asia
National Oil Corporation (Libya),None,0.0,0.0,El Sharara,None,None,None
National Thermal Power Corporation,"SCOPE Complex, Institutional Area, Lodhi Road, New Delhi, India",28.5902496,77.2255836,"Mandakini B,Talaipalli Coal Mine",https://fr.wikipedia.org/wiki/National_Thermal_Power_Corporation#/media/Fichier:National_Thermal_Power_logo.svg,India,Asia
Navajo Nation,"Window Rock, AZ, United States",35.680573,-109.0525929,Youngs Creek Coal Mine,None,United States,North America
New Largo Employee & Community Trusts,None,0.0,0.0,New Largo Coal Mine,None,None,None
Ningxia State-Owned Assets Company,"Beijing, China",39.904211,116.407395,Shicaocun Coal Mine,None,China,Asia
Ningxia State-Owned Capital Operation Group,"Beijing, China",39.904211,116.407395,"Meihuajing Coal Mine,Ningxia Hongliu Coal Mine,Qingshuiying Coal Mine,Yangchangwan No.1 Well Coal Mine,Zaoquan Coal Mine",None,China,Asia
Ningxia Wangwa Coal Industry Company,"Beijing, China",39.904211,116.407395,Wangwa Coal Mine,None,China,Asia
Nippon Steel & Sumitomo Metal,None,0.0,0.0,Revuboe Coal Mine,None,None,None
Novatek,None,0.0,0.0,Eastern Gas Program,None,None,None
OMV AG,"Trabrennstraße 6-8, 1020 Vienna, Austria",48.2138016,16.4145628,El Sharara,None,Austria,Europe
OXY USA,None,0.0,0.0,Permian Delaware Tight,None,None,None
Occidental Permian,None,0.0,0.0,Permian Midland Tight,None,None,None
Occidental Petroleum Corp,"5 Greenway Plaza, Suite 110, Houston, TX 77046, USA",29.7305814,-95.4319063,Dolphin,None,United States,North America
Octo Coal,"Moscow, Russia",55.755826,37.6173,Stepnoy Coal Mine,None,Russia,Europe
Oil and Natural Gas Corporation Ltd (ONGC),None,0.0,0.0,Lower Zakum,None,None,None
Oil and Natural Gas Corporation of India,"Plot No. 5A- 5B, Nelson Mandela Road, Vasant Kunj, New Delhi, India",28.5440561,77.1571218,Orinoco Joint Ventures,None,India,Asia
Ordos Energy Investment and Development Company,"Beijing, China",39.904211,116.407395,Gaojialiang No.1 Coal Mine,None,China,Asia
PAO NOVATEK,"16A Tverskoy Boulevard, Moscow, Russia",55.7601771,37.6014202,Tambey Zone (Yamal Megaproject),None,Russia,Europe
PC Venezuela LTD,"Caracas, Venezuela",10.4805937,-66.90360629999999,Orinoco Joint Ventures,None,Venezuela,South America
PDVSA,"Av. Libertador, Edif. Petróleos de Venezuela, La Campiña, Caracas, Venezuela",10.4965556,-66.8724095,Orinoco Joint Ventures,None,Venezuela,South America
POSCO Holdings Inc,"6261, Donghaean-ro, Nam-gu, Pohang, Gyeongsangbuk-do, South Korea",35.9983467,129.3822685,Revuboe Coal Mine,None,South Korea,Asia
PPI,None,0.0,0.0,South Pars (Phases 4-5) dry gas,None,None,None
PPL Corp,"Two North Ninth Street, Allentown, PA 18101, USA",40.6081792,-75.4787477,South Pars (Phases 4-5) dry gas,None,United States,North America
PTT PLC,"555 Vibhavadi Rangsit Road, Chatuchak, Bangkok, Thailand",13.8185632,100.5566088,East Natuna (x-Natuna D-Alpha),None,Thailand,Asia
Peabody Energy Corp,"701 Market St, St. Louis, MO 63101, USA",38.6266409,-90.1926536,North Antelope Rochelle Coal Mine,None,United States,North America
Pembroke Resources,"Level 28, 32 Turbot Street, Brisbane QLD 4000, Australia",-27.4688523,153.0205552,Olive Downs Coal Mine,None,Australia,Oceania
Pertamina Persero PT,"Jl. Medan Merdeka Timur No. 1A, Jakarta, Indonesia",-6.1778806,106.8324489,"East Natuna (x-Natuna D-Alpha),Qurna West",https://www.pertamina.com/landing/images/logo.png,Indonesia,Asia
Petoro AS,"Forusbeen 50, 4035 Stavanger, Norway",58.8904932,5.7186889,"Johan Sverdrup,Troll",https://www.petoro.no/s/petoro2019/profile/petroro_logo_blue072.svg?w=192,Norway,Europe
PetroChina,None,0.0,0.0,Tarim (CNPC),None,None,None
Petroliam Nasional Berhad (Petronas),"Tower 1, PETRONAS Twin Towers, Kuala Lumpur City Centre, 50088 Kuala Lumpur, Malaysia",3.1579536,101.7110771,"East Natuna (x-Natuna D-Alpha),Halfayah,South Pars (Phases 2-3) dry gas",https://www.petronas.com/themes/custom/petronas/images/petronas-logo-dark.svg,Malaysia,Asia
Petróleo Brasileiro SA – Petrobras,"Avenida República do Chile, 65 - Centro, Rio de Janeiro - RJ, Brazil",-22.9100896,-43.1785863,"Buzios (x-Franco),Candeias Shale,Libra,Lula (X-Tupi),Mero (Libra NW)",https://petrobras.com.br/lumis-theme/br/com/petrobras/website/theme/petrobras-website/assets/img/logo.svg,Brazil,South America
Petróleo Brasileiro S.A.,"Avenida República do Chile, 65 - Centro, Rio de Janeiro - RJ, Brazil",-22.9100896,-43.1785863,"Buzios (x-Franco),Candeias Shale,Libra,Lula (X-Tupi),Mero (Libra NW)",https://petrobras.com.br/lumis-theme/br/com/petrobras/website/theme/petrobras-website/assets/img/logo.svg,Brazil,South America
Petróleos Mexicanos (PEMEX),"Av. Marina Nacional 329, Col. Petróleos Mexicanos, 11311 Mexico City, Mexico",19.441126,-99.1761256,Yucatan Platform Offshore,None,Mexico,North America
Pioneer Natural Resources Co,None,0.0,0.0,Eagle Ford Shale,None,None,None
Pitts Energy Co.,None,0.0,0.0,Permian Delaware Tight,None,None,None
Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG),None,0.0,0.0,Lublin Basin Silurian Shale,None,None,None
Private Resources Limited,None,0.0,0.0,MHU Coal Mine,None,None,None
Private individuals,None,0.0,0.0,Beisky-Zapadniy Coal Mine,None,None,None
Pré-Sal Petróleo S.A.,"Rua Lauro Müller, 116, Sala 2301, Rio de Janeiro, Brazil",-22.9569089,-43.1761858,Lula (X-Tupi),None,Brazil,South America
Public Power Corporation of Greece S.A,"30, Halkokondyli Str., 104 32 Athens, Greece",37.9861844,23.7289647,West Macedonia Lignite Centre (WMLC),None,Greece,Europe
QCoal,"Level 8, 175 Eagle Street, Brisbane, QLD 4000, Australia",-27.4657999,153.0309008,Byerwen Coal Mine,None,Australia,Oceania
QH Oil Investments LLC,"Moscow, Russia",55.755826,37.6173,Samotlorneftegaz (TNK-BP),None,Russia,Europe
QatarEnergy,"P.O. Box 22666, Doha, Qatar",25.2854473,51.53103979999999,"Al Khaleej Gas project,Collingham Shale,North Field C LNG,North Field C LNG,North Field E,QatarGas 1 LNG T1-T3,QatarGas LNG T12-T13 (NFE-South),QatarGas LNG T8-T11 (NFE-East),Qatargas 2 LNG T4-T5,Rasgas 2 LNG T3-T5,Rasgas 3 LNG T6-T7",https://fr.wikipedia.org/wiki/Qatar_Energy#/media/Fichier:Qatar_Petroleum.jpg,Qatar,Asia
Qatargas,None,0.0,0.0,Barzan,None,None,None
R. Lacy Services,None,0.0,0.0,Haynesville/Bossier Shale,None,None,None
RWE AG,"Opernplatz 1, 45128 Essen, Germany",51.44742979999999,7.0140311,"Garzweiler Coal Mine,Hambach Coal Mine",https://fr.wikipedia.org/wiki/RWE#/media/Fichier:RWE_Logo_2020.svg,Germany,Europe
Ramtex Energy,None,0.0,0.0,Austin Chalk Tight,None,None,None
Rashtriya Ispat Nigam (RINL),None,0.0,0.0,Zambezi Coal Mine,None,None,None
Ratio Petroleum,"18 Giborei Israel St., Netanya, Israel",32.082057,34.8434887,Leviathan,None,Israel,Asia
Reliance Power Ltd,"3rd Floor, Maker Chambers IV, 222, Nariman Point, Mumbai, India",18.9248307,72.8230219,Moher Amlohri Coal Mine,None,India,Asia
Repsol Oil & Gas,None,0.0,0.0,Austin Chalk Tight,None,None,None
Repsol SA,"Calle Méndez Álvaro, 44, 28045 Madrid, Spain",40.3976235,-3.6846091,"El Sharara,Orinoco Joint Ventures",None,Spain,Europe
Resource Generation Australia,"Level 2, 267 St Georges Terrace, Perth, Western Australia 6000",-31.9527166,115.8491007,Boikarabelo Coal Mine,None,Australia,Oceania
RioZim,"1 Kenilworth Rd, Newlands, Harare, Zimbabwe",-17.807955,31.0758792,Sengwe Colliery,None,Zimbabwe,Africa
Rki Energy Resources,None,0.0,0.0,Austin Chalk Tight,None,None,None
Rockcliff Energy Operating,None,0.0,0.0,Haynesville/Bossier Shale,None,None,None
Rockdale Marcellus,None,0.0,0.0,Marcellus Shale,None,None,None
Rosetta Resources,None,0.0,0.0,Eagle Ford Shale,None,None,None
Rosneft,None,0.0,0.0,Yuganskneftegaz,None,None,None
Rosneftegaz AO,"Sophiyskaya Embankment, 26, Moscow, Russia",55.7479451,37.619627,Samotlorneftegaz (TNK-BP),None,Russia,Europe
Rothe Investments,"Le Cap, South Africa",-33.9248685,18.4240553,Greater Soutpansberg Coal Project,None,South Africa,Africa
Russian Coal,"Moscow, Russia",55.755826,37.6173,"Erkovetskiy Coal Mine,Pereyaslovskiy Coal Mine",https://www.ruscoal.com/wp-content/themes/ruscoal-neo/img/logo-en.png,Russia,Europe
Russian Federation Agency for State Property Management,"ul. Bolshaya Tatarskaya 35, Moscow, Russia",55.7374962,37.6369929,Samotlorneftegaz (TNK-BP),None,Russia,Europe
Russkaya Energiya,"Moscow, Russia",55.755826,37.6173,Usinsk-1 Coal Mine,None,Russia,Europe
Rutek Alliance,Luxembourg,49.815273,6.129582999999999,Arshanovsky Coal Mine,None,Luxembourg,Europe
SM Energy Co,None,0.0,0.0,Austin Chalk Tight,None,None,None
Sabine Oil & Gas Corporation,None,0.0,0.0,Haynesville/Bossier Shale,None,None,None
Saddle Operating,None,0.0,0.0,Barnett Shale,None,None,None
Sage Natural Resources,None,0.0,0.0,Barnett Shale,None,None,None
Samruk-Energo,"55/8, Kabanbay Batyr Avenue, Nur-Sultan, Kazakhstan",51.14470859999999,71.42259030000001,Bogatyr Coal Mine,None,Kazakhstan,Asia
Saudi Arabian Oil Company (Saudi Aramco),"Dhahran, Eastern Province, Saudi Arabia",26.2361248,50.0393017,"Abqaiq,Berri,Ghawar Ain Dar N,Ghawar Ain Dar S,Ghawar Haradh,Ghawar Hawiyah,Ghawar Shedgum,Ghawar Uthmaniyah,Khafji,Khurais project,Khursaniyah,Manifa (redevelop),Marjan,Qatif project,Safaniya,Safaniya YTF Concession,Shaybah,Zuluf",https://www.aramco.com/images/affiliateLogo.png,Saudi Arabia,Asia
Scout Energy Management,None,0.0,0.0,Barnett Shale,None,None,None
Seriti,"Building 8, 90 Rivonia Rd, Sandton, Johannesburg, South Africa",-26.111623,28.053943,New Largo Coal Mine,None,South Africa,Africa
Severstal-Resource,"Cherepovets, Vologda Oblast, Russia",59.132333,37.9091811,Ulug-Khem Project,None,Russia,Europe
Shaanxi Coal and Chemical Industry Group Co Ltd,"No. 1, Yanta Road, Yanta District, Xi'an, Shaanxi, China",34.21824,108.94663,"Dafosi Coal Mine,Fengjiata Coal Mine,Guojiawan Coal Mine,Hongliulin Coal Mine,Huangling No.2 Coal Mine,Mengcun Coal Mine,Ningtiaota Coal Mine,Sandaogou Coal Mine,Shaanxi Caojiatan Coal Mine,Xiaobaodang No.1 Coal Mine,Xiaobaodang No.2 Coal Mine,Xiaozhuang Coal Mine,Zhangjiamao Coal Mine",http://www.shccig.com/images/logo.png,China,Asia
Shaanxi Financial Holding Group,"Beijing, China",39.904211,116.407395,Shaanxi Caojiatan Coal Mine,None,China,Asia
Shaanxi Investment Group Co Ltd,"No. 1, Yanta Road, Yanta District, Xi'an, Shaanxi, China",34.21824,108.94663,"Dafosi Coal Mine,Fengjiata Coal Mine,Xiaobaodang No.1 Coal Mine,Xiaobaodang No.2 Coal Mine,Zhaoshipan Coal Mine",https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/0adffb02-b5c9-411f-b1f2-89f7b0b3c66d.png,China,Asia
Shaanxi Yanchang Petroleum Group Co Ltd,"No. 1, Yanta Road, Yanta District, Xi'an, Shaanxi, China",34.21824,108.94663,"Hanglaiwan Coal Mine,Jinjitan Coal Mine,Xiwan Surface Coal Mine",None,China,Asia
Shaanxi Youser Group,"Beijing, China",39.904211,116.407395,Hanglaiwan Coal Mine,None,China,Asia
Shaanxi Yulin Energy Group Co Ltd,"Beijing, China",39.904211,116.407395,"Guojiatan Coal Mine,Hongliulin Coal Mine,Yushuwan Coal Mine,Zhaoshipan Coal Mine",https://syeie.com/images/logo.jpg,China,Asia
Shandong Energy Co Ltd,"No. 66, Lishan Road, Jinan, Shandong, China",36.64586,117.03614,"Changcheng No.3 Coal Mine,Gaojiabao Coal Mine,Jinjitan Coal Mine,Shilawusu Coal Mine,West Well of Faer Second Coal Mine,Xinwen Ili No.1 Coal Mine,Yangjiacun Coal Mine,Yili No.4 Coal Mine,Yingpanhao Coal Mine",http://www.shandong-energy.com/static/en/images/logo.png,China,Asia
Shandong First Geological and Mineral Exploration Institute,"Beijing, China",39.904211,116.407395,Taohe Coal Mine,None,China,Asia
Shandong Lutai Holding Group,"Beijing, China",39.904211,116.407395,Baiyanghe Coal Mine,None,China,Asia
Shanghai Chengrui Investment Company,"Beijing, China",39.904211,116.407395,Qingchunta Coal Mine,None,China,Asia
Shanghai Huayi Group,"Shanghai, China",31.230416,121.473701,Shilawusu Coal Mine,None,China,Asia
Shanghua Investment Company,None,0.0,0.0,Yuwang No.1 Coal Mine,None,None,None
Shanxi Boda Group,"Beijing, China",39.904211,116.407395,Wenjiazhuang Coal Mine,None,China,Asia
Shanxi Chuangrei New Energy Investment Company,"Beijing, China",39.904211,116.407395,Boli Coal Mine,None,China,Asia
Shanxi Coking Coal Group Co Ltd,"Taiyuan, Shanxi, China",37.8705899,112.55067,"Pangpangta Coal Mine,Shaqu No.1 Coal Mine,Wangjialing Coal Mine,Zhong Yu Coal Mine",http://subsites.chinadaily.com.cn/shanxi/att/20180823/1535012009426088486.png,China,Asia
Shanxi Dubao New Energy Group,"Beijing, China",39.904211,116.407395,Xiaojiawa Coal Mine,None,China,Asia
Shanxi Huayang Group New Energy Company,"Beijing, China",39.904211,116.407395,Boli Coal Mine,None,China,Asia
Shanxi Juhuang Century Investment Company,"Beijing, China",39.904211,116.407395,Longwan Coal Mine,None,China,Asia
Shanxi Provincial Coal Industry Agency Service Center,"Beijing, China",39.904211,116.407395,Wenjiazhuang Coal Mine,None,China,Asia
Shanxi Tangrong Investment Company,"Beijing, China",39.904211,116.407395,Xiaojiawa Coal Mine,None,China,Asia
Shanxi Yuedian Energy,"Beijing, China",39.904211,116.407395,Suancigou Coal Mine,None,China,Asia
Shanxi Yujin Trading Company,"Beijing, China",39.904211,116.407395,Longwan Coal Mine,None,China,Asia
Shanxi Zhongbo Real Estate Development Company,"Beijing, China",39.904211,116.407395,Hongqingliang Coal Mine,None,China,Asia
Shelby Boswell Operator,None,0.0,0.0,Haynesville/Bossier Shale,None,None,None
Shell PLC,"Shell Centre, London, SE1 7NA, United Kingdom",51.5039817,-0.1168152,"Athabasca Oil Sands Project,Karachaganak,Kashagan,Libra,Lula (X-Tupi),Mero (Libra NW),North Field C LNG,Troll",https://fr.wikipedia.org/wiki/Shell_(entreprise)#/media/Fichier:Shell_logo.svg,United Kingdom,Europe
Shendong Tianlong Group,"Beijing, China",39.904211,116.407395,Inner Mongolia Erlintu Coal Mine,None,China,Asia
Shenergy Group Co Ltd,"No. 2, Lane 728, Zhangyang Road, Pudong New Area, Shanghai, China",31.2367942,121.5458768,"Hulusu Coal Mine,Menkeqing Coal Mine",None,China,Asia
Shenmu City State-Owned Assets Operation Co,"Beijing, China",39.904211,116.407395,"Hongliulin Coal Mine,Ningtiaota Coal Mine,Shaanxi Caojiatan Coal Mine,Zhangjiamao Coal Mine",None,China,Asia
Shenmu Coal Company,"Beijing, China",39.904211,116.407395,Yushuwan Coal Mine,None,China,Asia
