Original_index,New_project,Name,Country,Potential emissions (Gt CO2),Fuel
286,False,NLNG Base Project,Nigeria,1.0334113520575974,Oil&Gas
368,True,Sudair Shale,Saudi-Arabia,1.0328931229372316,Oil&Gas
346,True,Shurapskaya Coal Mine,Russian Federation,1.03240764,Coal
379,True,Tanzanian Coastal Offshore,Tanzania,1.0311981669599999,Oil&Gas
190,True,Shanxi Dongda Coal Mine,China,1.0299669599999999,Coal
369,False,Harmaliyah,Saudi-Arabia,1.0280955230608393,Oil&Gas
278,True,Yucatan Platform Offshore,Mexico,1.02579831536,Oil&Gas
284,True,Area-1 Future Phases,Mozambique,1.0227243558541261,Oil&Gas
267,False,Borly Coal Mines,Kazakhstan,1.0226449199999998,Coal
191,False,Kouzi East Coal Mine,China,1.01906904,Coal
248,False,South Pars (Phases 20-21),Iran,1.0171732264459443,Oil&Gas
249,False,South Pars (Phases 2-3) dry gas,Iran,1.01627422416,Oil&Gas
192,True,Hongshuliang Coal Mine,China,1.0139316924,Coal
274,False,El Sharara,Libya,1.0078460698384,Oil&Gas
285,True,Area 1 LNG (T1&T2),Mozambique,1.0066545972020167,Oil&Gas
193,True,West Well of Faer Second Coal Mine,China,1.00573044,Coal
194,False,Sihe Coal Mine,China,1.00522563,Coal
205,False,Greater Liza (Liza),Guyana,1.002783934256,Oil&Gas
26,False,Blackwater Coal Mine,Australia,1.000395,Coal
424,False,Sengwe Colliery,Zimbabwe,1.0,Coal
268,False,Shubarkol Coal Mine,Kazakhstan,0.9909160799999999,Coal
233,False,Pasir Coal Mine,Indonesia,0.9753477299999999,Coal
