Carbon_bomb_name,Country,Company
Kish Gas Project,Iran,National Iranian Oil Company
Kolubara Mine Complex,Serbia,Elektroprivreda Srbije (EPS)
Kouzi East Coal Mine,China,China Coal Xinji Energy Co Ltd
Kouzi East Coal Mine,China,China Energy Investment Corp Ltd
Kouzi East Coal Mine,China,Anhui Xinji Coal and Electricity Group
Kouzi East Coal Mine,China,China COSCO Shipping Corp Ltd
Kronprins Christian Offshore,Denmark,No informations on company
Ku-Maloob-Zaap Project,Mexico,No informations on company
Kusmunda Coal Mine,India,Coal India Ltd
Kuznetsk Depression (Kuzbass) CBM,Russia,No informations on company
La Luna Shale,Venezuela,
La Luna Shale,Venezuela,NEMAKA
La Luna Shale,Venezuela,Chevron Corp
La Luna Shale,Venezuela,Shell PLC
La Luna Shale,Venezuela,PDVSA
La Luna Shale,Colombia,Schlumberger B.V.
La Luna Shale,Colombia,Occidental Petroleum Corp
La Luna Shale,Colombia,ONGC-Videsh
La Luna Shale,Colombia,Parko Services
La Luna Shale,Colombia,Joshi Technologies International Inc.
La Luna Shale,Colombia,UNIÓN TEMPORAL ISMOCOL-JOSHI-PARKO
La Luna Shale,Colombia,BP PLC
La Luna Shale,Colombia,Ecopetrol S.A.
La Luna Shale,Colombia,
La Luna Shale,Colombia,Gran Tierra Energy Inc.
Lakhanpur Coal Mine,India,Coal India Ltd
Leningradskoye (Kara Sea),Russia,Gazprom PJSC
Lensky Basin CBM,Russia,Oil India Ltd
Lensky Basin CBM,Russia,Bharat Petroleum Corp Ltd
Lensky Basin CBM,Russia,Indian Oil Corp Ltd
Lensky Basin CBM,Russia,Russian Federation Agency for State Property Management
Lensky Basin CBM,Russia,Gazprom PJSC
Lensky Basin CBM,Russia,BP PLC
Lensky Basin CBM,Russia,
Lensky Basin CBM,Russia,QH Oil Investments LLC
Lensky Basin CBM,Russia,Rosneftegaz AO
Leviathan,Israel,Chevron Corp
Leviathan,Israel,Delek Group Ltd
Leviathan,Israel,Ratio Petroleum
Liard Shale,Canada,No informations on company
Libra,Brazil,Petróleo Brasileiro S.A.
Libra,Brazil,Shell PLC
Libra,Brazil,TotalEnergies SE
Libra,Brazil,CNOOC Limited
Libra,Brazil,China National Petroleum Corporation (CNPC)
Libra,Brazil,Petróleo Brasileiro SA – Petrobras
Lijiahao Coal Mine,China,China Energy Investment Corp Ltd
Lijiahao Coal Mine,China,HKSCC Nominees Limited
Listvianskaya Coal Mine,Russia,Siberian Business Union-Coal (SBU)
Liuzhuang Coal Mine,China,Anhui Xinji Coal and Electricity Group
Liuzhuang Coal Mine,China,China Energy Investment Corp Ltd
Liuzhuang Coal Mine,China,China Coal Xinji Energy Co Ltd
Llandovery Shale,Brazil,No informations on company
Longmaxi Shale,China,
Longmaxi Shale,China,Chevron Corp
Longmaxi Shale,China,China National Petroleum Corporation (CNPC)
Longmaxi Shale (Sichuan/Changyu),China,Sinopec
Longwan Coal Mine,China,Shanxi Yujin Trading Company
Longwan Coal Mine,China,Shanxi Juhuang Century Investment Company
Longwan Coal Mine,China,Yangcheng County Yangtai Group Industrial Co Ltd
Longwan Coal Mine,China,Huayang New Material Technology Group Co Ltd
Longwan Coal Mine,China,Jinneng Holding Group Co Ltd
Longwanggou Coal Mine,China,China Datang Corp
Longwanggou Coal Mine,China,Luen Mei Group
Lower Zakum,United Arab Emirates,Abu Dhabi National Oil Company
Lower Zakum,United Arab Emirates,Oil and Natural Gas Corporation Ltd (ONGC)
Lower Zakum,United Arab Emirates,Inpex Corp
Lower Zakum,United Arab Emirates,China National Petroleum Corporation (CNPC)
Loy Yang Coal Mine,Australia,AGL Energy Ltd
Lublin Basin Silurian Shale,Poland,Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)
Lublin Basin Silurian Shale,Poland,PKN ORLEN
Lublin Basin Silurian Shale,Poland,
Lula (X-Tupi),Brazil,Petróleo Brasileiro SA – Petrobras
Lula (X-Tupi),Brazil,Petróleo Brasileiro S.A.
Lula (X-Tupi),Brazil,Shell PLC
Lula (X-Tupi),Brazil,Galp Energia SGPS S.A.
Lula (X-Tupi),Brazil,Pré-Sal Petróleo S.A.
MC #1 Coal Mine,United States,Foresight Energy
MHU Coal Mine,Indonesia,Private Resources Limited
MZLNG Joint Development (T1-T2),Mozambique,No informations on company
Madaotou Coal Mine,China,Jinneng Holding Group Co Ltd
Majialiang Coal Mine,China,Jinneng Holding Group Co Ltd
Majnoon,Iraq,Basra Oil Company
Mandakini B,India,National Thermal Power Corporation
Manifa (redevelop),Saudi Arabia,Saudi Arabian Oil Company (Saudi Aramco)
Mansouri Bangestan,Iran,National Iranian Oil Company
Marcellus Shale,United States,HG Energy
Marcellus Shale,United States,Gulfport Energy Corp
Marcellus Shale,United States,Gulfport Apalachia
Marcellus Shale,United States,Eclipse Resources
Marcellus Shale,United States,Rice Drilling
Marcellus Shale,United States,EQT Production Co.
Marcellus Shale,United States,Greylock Production
Marcellus Shale,United States,Diversified Production
Marcellus Shale,United States,EQT Chap.
Marcellus Shale,United States,Tribune Resources
Marcellus Shale,United States,Equinor Energy
Marcellus Shale,United States,EM Energy Ohio
Marcellus Shale,United States,Triad Hunter
Marcellus Shale,United States,Tug Hill Operating
Marcellus Shale,United States,Northeast Natural Energy LLC
Marcellus Shale,United States,Ascent Resources
Marcellus Shale,United States,Jay-Bee Oil & Gas
Marcellus Shale,United States,Arsenal Resources
Marcellus Shale,United States,Antero Resources Corp
Marcellus Shale,United States,CNX Gas Co.
Marcellus Shale,United States,Olympus Energy
Marcellus Shale,United States,Snyder Bros
Marcellus Shale,United States,Rockdale Marcellus
Marcellus Shale,United States,EAP Ohio
Marcellus Shale,United States,SWN Production Co.
Marcellus Shale,United States,Chesapeake Operating
Marcellus Shale,United States,BKV Operations
Marcellus Shale,United States,Chief Oil & Gas
Marcellus Shale,United States,JKLM Energy
Marcellus Shale,United States,Cabot Oil & Gas
Marcellus Shale,United States,Seneca Resources
Marcellus Shale,United States,EOG Resources Inc
Marcellus Shale,United States,Repsol Oil & Gas
Marcellus Shale,United States,Inflection Energy
Marcellus Shale,United States,Swepi LP
Marcellus Shale,United States,Range Resources Appalachia
Marcellus Shale,United States,Arcadia Operating
Marcellus Shale,United States,Pa Gen Energy Co.
Marcellus Shale,United States,Hilcorp Energy Co
Marcellus Shale,United States,XTO Energy
Marcellus Shale,United States,Pennenergy Resources
Marcellus Shale,United States,EXCO Resources Inc
Maritsa Coal Mines,Bulgaria,Bulgarian Energy Holding EAD
Marjan,Saudi Arabia,Saudi Arabian Oil Company (Saudi Aramco)
Marun,Iran,National Iranian Oil Company
Meihuajing Coal Mine,China,Ningxia State-Owned Capital Operation Group
Meihuajing Coal Mine,China,China Energy Investment Corp Ltd
Mengcun Coal Mine,China,Shaanxi Coal and Chemical Industry Group Co Ltd
Mengcun Coal Mine,China,China Development Bank
Menilite Shale,Ukraine,No informations on company
Menkeqing Coal Mine,China,China Coal Xinji Energy Co Ltd
Menkeqing Coal Mine,China,Sinopec
Menkeqing Coal Mine,China,Shenergy Group Co Ltd
Menkeqing Coal Mine,China,Manshi Group
Meramec Shale,United States,Seek Energy
Meramec Shale,United States,Strat Land Exploration Company
Meramec Shale,United States,XTO Energy
Meramec Shale,United States,Remora Operating
Meramec Shale,United States,Hadaway Consult And Engineer
Meramec Shale,United States,Scout Energy Management
Meramec Shale,United States,Cimarex Energy
Meramec Shale,United States,Duncan Oil Properties
Meramec Shale,United States,Tabula Rasa Energy
Meramec Shale,United States,Sanguine Gas Exploration
Meramec Shale,United States,Pantera Energy Company
Meramec Shale,United States,Templar Operating
Meramec Shale,United States,Tapstone Energy Inc
Meramec Shale,United States,BCE-Mach
Meramec Shale,United States,Bracken Operating
Meramec Shale,United States,Enervest Operating
Meramec Shale,United States,Latigo Petroleum
Meramec Shale,United States,Le Norman Operating
Meramec Shale,United States,Courson Oil & Gas
Meramec Shale,United States,BP PLC
Meramec Shale,United States,Winright Resources Operating
Meramec Shale,United States,Tecolote Energy
Meramec Shale,United States,Unit Petroleum Company
Meramec Shale,United States,4P Energy
Meramec Shale,United States,Sabine Oil & Gas Corporation
Meramec Shale,United States,Texakoma E&P
Meramec Shale,United States,Mewbourne Oil Company
Meramec Shale,United States,Jones Energy Inc
Meramec Shale,United States,Upland Resources
Meramec Shale,United States,EOG Resources Inc
Meramec Shale,United States,Apache Co.
Meramec Shale,United States,Presidio Petroleum
Meramec Shale,United States,H & L Exploration Company
Meramec Shale,United States,Polaris Operating
Mero (Libra NW),Brazil,China National Petroleum Corporation (CNPC)
Mero (Libra NW),Brazil,CNOOC Limited
Mero (Libra NW),Brazil,TotalEnergies SE
Mero (Libra NW),Brazil,Shell PLC
Mero (Libra NW),Brazil,Petróleo Brasileiro SA – Petrobras
Mero (Libra NW),Brazil,Petróleo Brasileiro S.A.
Moher Amlohri Coal Mine,India,Reliance Power Ltd
Montney Play,Canada,
Mount Pleasant Coal Mine,Australia,Integrated Energy Services Corporation
Muduchaideng Coal Mine,China,Inner Mongolia Boyuan Holdings Group
Muduchaideng Coal Mine,China,China Coal Xinji Energy Co Ltd
Murray River Coal Mine,Canada,HD Mining International
NLNG Base Project,Nigeria,No informations on company
Nahr bin Umar,Iraq,Basra Oil Company
Nalin River No.2 Coal Mine,China,China Coal Xinji Energy Co Ltd
Nalin River No.2 Coal Mine,China,Inner Mongolia Boyuan Holdings Group
New Largo Coal Mine,South Africa,Seriti
New Largo Coal Mine,South Africa,Industrial Development Corporation
New Largo Coal Mine,South Africa,New Largo Employee & Community Trusts
Ningtiaota Coal Mine,China,Shaanxi Coal and Chemical Industry Group Co Ltd
Ningtiaota Coal Mine,China,Yulin State-Owned Capital Operation and Management Company
Ningtiaota Coal Mine,China,Shenmu City State-Owned Assets Operation Co
Ningxia Hongliu Coal Mine,China,China Energy Investment Corp Ltd
Ningxia Hongliu Coal Mine,China,Ningxia State-Owned Capital Operation Group
North Antelope Rochelle Coal Mine,United States,Peabody Energy Corp
North Field,Qatar,No informations on company
North Field C LNG,Qatar,TotalEnergies SE
North Field C LNG,Qatar,Shell PLC
North Field C LNG,Qatar,QatarEnergy
North Field E,Qatar,QatarEnergy
North Kara Sea Offshore,Russia,No informations on company
North Slope Onshore,United States,No informations on company
Oil shale China,China,No informations on company
Olive Downs Coal Mine,Australia,Pembroke Resources
Orinoco Joint Ventures,Venezuela,PDVSA
Orinoco Joint Ventures,Venezuela,Repsol SA
Orinoco Joint Ventures,Venezuela,Oil and Natural Gas Corporation of India
Orinoco Joint Ventures,Venezuela,PC Venezuela LTD
Orinoco Joint Ventures,Venezuela,Indian Oil Corp Ltd
PRB Tight Oil,United States,No informations on company
PTBA Coal Mines,Indonesia,Indonesia Asahan Aluminium Persero PT
Paardekop Coal Mine,South Africa,Glencore PLC
Pakar North Coal Mine,Indonesia,Bayan Resources Tbk PT
Pangpangta Coal Mine,China,Shanxi Coking Coal Group Co Ltd
Pangpangta Coal Mine,China,China Cinda Asset Management Company
Pangpangta Coal Mine,China,China Construction Bank
Parnaiba Onshore,Brazil,No informations on company
Pars Southwest,Iran,No informations on company
Pasir Coal Mine,Indonesia,Indika Energy Tbk PT
Pazanan,Iran,National Iranian Oil Company
Peak Downs Coal Mine,Australia,BHP Group Ltd
Peak Downs Coal Mine,Australia,Mitsubishi Corp
Pereyaslovskiy Coal Mine,Russia,Russian Coal
Permian Conventional_Texas,United States,No informations on company
Permian Delaware Tight,United States,Williams Oil Company
Permian Delaware Tight,United States,Champion Lone Star
Permian Delaware Tight,United States,Burlington Resources
Permian Delaware Tight,United States,P.O.&G. Operating
Permian Delaware Tight,United States,CBP Operating
Permian Delaware Tight,United States,Blackbeard Operating LLC
Permian Delaware Tight,United States,Sundown Energy
Permian Delaware Tight,United States,Four Corners Petroleum
Permian Delaware Tight,United States,Abraxas
Permian Delaware Tight,United States,Point Energy Partners Petro
Permian Delaware Tight,United States,Crimson Energy
Permian Delaware Tight,United States,Bluestone
Permian Delaware Tight,United States,Elk River Resources
Permian Delaware Tight,United States,Caird Operating
Permian Delaware Tight,United States,Halcon Operating Co.
Permian Delaware Tight,United States,Burnett Oil Co.
Permian Delaware Tight,United States,Contango Resources
Permian Delaware Tight,United States,Siltstone Resources
Permian Delaware Tight,United States,Primexx Operating Corporation
Permian Delaware Tight,United States,Tall City Operations
Permian Delaware Tight,United States,Mongoose Energy
Permian Delaware Tight,United States,Stronghold Energy
Permian Delaware Tight,United States,UPP Operating
Permian Delaware Tight,United States,Boaz Energy
Permian Delaware Tight,United States,Mammoth Exploration
Permian Delaware Tight,United States,Aspen Operating
Permian Delaware Tight,United States,Aghorn
Permian Delaware Tight,United States,Rio Oil And Gas (Permian)
Permian Delaware Tight,United States,Atlantic Resources
Permian Delaware Tight,United States,Anadarko
Permian Delaware Tight,United States,Oasis Petroleum
Permian Delaware Tight,United States,Shell PLC
Permian Delaware Tight,United States,U.S. Energy Development Corp.
Permian Delaware Tight,United States,Fasken Oil And Ranch
Permian Delaware Tight,United States,Eland Energy
Permian Delaware Tight,United States,Meco IV
Permian Delaware Tight,United States,Bosque Texas Oil
Permian Delaware Tight,United States,Sable Permian Resources
Permian Delaware Tight,United States,Foreland Operating
Permian Delaware Tight,United States,Enervest Operating
Permian Delaware Tight,United States,Colgate Operating
Permian Delaware Tight,United States,Epic Permian Operating
Permian Delaware Tight,United States,Willo Oil & Gas Exploration
Permian Delaware Tight,United States,Mercury Operating
Permian Delaware Tight,United States,Jagged Peak Energy
Permian Delaware Tight,United States,MDC Texas Operator
Permian Delaware Tight,United States,Rosehill Operating Company
Permian Delaware Tight,United States,Jetta Permian
Permian Delaware Tight,United States,Marathon Oil Corp
Permian Delaware Tight,United States,Cimarex Energy Co. of Colorado
Permian Delaware Tight,United States,Devon Energy Corp
Permian Delaware Tight,United States,Mewbourne Oil Co.
Permian Delaware Tight,United States,OXY USA WTP LP
Permian Delaware Tight,United States,Murchison Oil And Gas
Permian Delaware Tight,United States,EOG Resources Inc
Permian Delaware Tight,United States,Redwood Operating
Permian Delaware Tight,United States,Spur Energy Partners
Permian Delaware Tight,United States,Matador Production Company
Permian Delaware Tight,United States,ConocoPhillips
Permian Delaware Tight,United States,Legacy Reserves Operating
Permian Delaware Tight,United States,OXY USA
Permian Delaware Tight,United States,Chevron Corp
Permian Delaware Tight,United States,Southwest Royalties
Permian Delaware Tight,United States,Diamondback E&P
Permian Delaware Tight,United States,Breitburn Operating
Permian Delaware Tight,United States,Occidental Permian
Permian Delaware Tight,United States,XTO Energy
Permian Delaware Tight,United States,Luxe Operating
Permian Delaware Tight,United States,Apache Co.
Permian Delaware Tight,United States,Tap Rock Operating
Permian Delaware Tight,United States,Sheridan Production Company
Permian Delaware Tight,United States,XTO Permian Operating
Permian Delaware Tight,United States,BTA Oil Producers
Permian Delaware Tight,United States,Resolute Natural Resources
Permian Delaware Tight,United States,Victerra Energy
Permian Delaware Tight,United States,BHP Billiton
Permian Delaware Tight,United States,Titus Oil & Gas Production
Permian Delaware Tight,United States,Capitan Energy
Permian Delaware Tight,United States,Carrizo
Permian Delaware Tight,United States,Approach Operating
Permian Delaware Tight,United States,Charger Shale Oil Operating
Permian Delaware Tight,United States,Scala Energy
Permian Delaware Tight,United States,Pdc Permian
Permian Delaware Tight,United States,Impetro Operating
Permian Delaware Tight,United States,Ameredev
Permian Delaware Tight,United States,Chisholm Energy
Permian Delaware Tight,United States,Cimarex Energy
Permian Delaware Tight,United States,Centennial Resource
Permian Delaware Tight,United States,Kaiser-Francis Oil Company
Permian Delaware Tight,United States,COG Production
Permian Delaware Tight,United States,WPX Energy Permian
Permian Delaware Tight,United States,Cambrian Management
Permian Midland Tight,United States,COG Operating
Permian Midland Tight,United States,Pioneer Natural Resources Co
Permian Midland Tight,United States,Parsley Energy Operations
Permian Midland Tight,United States,Mineral Technologies
Permian Midland Tight,United States,Atoka Operating
Permian Midland Tight,United States,Cinnabar Operating
Permian Midland Tight,United States,Strand Energy
Permian Midland Tight,United States,Trilogy Operating
Permian Midland Tight,United States,Endeavor Energy Resources LP
Permian Midland Tight,United States,Reatta Energy
Permian Midland Tight,United States,Elk Petroleum Ltd
Permian Midland Tight,United States,Sabalo Operating
Permian Midland Tight,United States,Basa Resources Inc
Permian Midland Tight,United States,Wagner Oil Company
Permian Midland Tight,United States,Pinon Operating
Permian Midland Tight,United States,Element Petroleum
Permian Midland Tight,United States,Petrolegacy Energy
Permian Midland Tight,United States,Callon Petroleum Co
Permian Midland Tight,United States,Earthstone Operating
Permian Midland Tight,United States,Crockett Operating
Permian Midland Tight,United States,Guidon Energy
Permian Midland Tight,United States,Laredo Petroleum
Permian Midland Tight,United States,DE3 Operating
Permian Midland Tight,United States,Avalon TX Operating
Permian Midland Tight,United States,Prime Operating Company
Permian Midland Tight,United States,Hibernia Resources
Permian Midland Tight,United States,Stanolind Production
Permian Midland Tight,United States,Banner Operating
Permian Midland Tight,United States,Bold Operating
Permian Midland Tight,United States,Discovery Natural Resources LLC
Permian Midland Tight,United States,SEM Operating Company
Permian Midland Tight,United States,TRP Operating
Permian Midland Tight,United States,Henry Resources
Permian Midland Tight,United States,Compass Energy
Permian Midland Tight,United States,Ganador Operating
Permian Midland Tight,United States,Elk Meadows Resources
Permian Midland Tight,United States,Elevation Resources
Permian Midland Tight,United States,Zarvona Energy
Permian Midland Tight,United States,Fasken Oil And Ranch
Permian Midland Tight,United States,Permian Deep Rock Oil Co.
Permian Midland Tight,United States,Independence Resources
Permian Midland Tight,United States,Crownquest Operating
Permian Midland Tight,United States,Encana Oil & Gas
Permian Midland Tight,United States,Legacy Reserves Operating
Permian Midland Tight,United States,Silver Creek Permian
Permian Midland Tight,United States,Seaboard Operating Co.
Permian Midland Tight,United States,Rover Petroleum Operating
Permian Midland Tight,United States,Parallel Petroleum
Permian Midland Tight,United States,Clear Fork
Permian Midland Tight,United States,Gunn Oil Co.
Permian Midland Tight,United States,NBX Energy
Permian Midland Tight,United States,Citation Oil & Gas Corp
Permian Midland Tight,United States,Kinder Morgan Production Co.
Permian Midland Tight,United States,OXY USA
Permian Midland Tight,United States,Sheridan Production Company
Permian Midland Tight,United States,Juno Operating Company
Permian Midland Tight,United States,Surge Operating
Permian Midland Tight,United States,"Brown, H.L. Operating"
Permian Midland Tight,United States,Texland Petroleum
Permian Midland Tight,United States,Walsh Petroleum
Permian Midland Tight,United States,Sabinal Energy Operating LLC
Permian Midland Tight,United States,CHI Operating
Permian Midland Tight,United States,Apache Co.
Permian Midland Tight,United States,Occidental Permian
Permian Midland Tight,United States,HEXP Operating
Permian Midland Tight,United States,Moriah Operating
Permian Midland Tight,United States,Hunt Oil Company
Permian Midland Tight,United States,HighPeak Energy Inc
Permian Midland Tight,United States,Diamondback E&P
Permian Midland Tight,United States,Yucca Energy
Permian Midland Tight,United States,White Rock Oil & Gas
Permian Midland Tight,United States,Verdugo-Pablo Energy
Permian Midland Tight,United States,Wishbone Texas Operating Co.
Permian Midland Tight,United States,Ring Energy Inc
Permian Midland Tight,United States,Custer & Wright Operating
Permian Midland Tight,United States,Hadaway Consult And Engineer
Permian Midland Tight,United States,E R Operating Co.
Permian Midland Tight,United States,Steward Energy
Permian Midland Tight,United States,XTO Energy
Permian Midland Tight,United States,Pacesetter Energy
Permian Midland Tight,United States,Great Western Operating Co.
Permian Midland Tight,United States,Tabula Rasa Energy
Permian Midland Tight,United States,Smith Energy Operating Company
Permian Midland Tight,United States,Roff Operating Company
Permian Midland Tight,United States,Relentless Permian Operating
Permian Midland Tight,United States,Chevron Corp
Permian Midland Tight,United States,Grenadier Energy
Permian Midland Tight,United States,Bayswater Operating
Permian Midland Tight,United States,Rocker A Operating Company
Pervomaisky Coal Mine,Russia,Siberian Business Union-Coal (SBU)
Phulbari Coal Mine,Bangladesh,GCM Resources
Pingshuo East Coal Mine,China,China Coal Xinji Energy Co Ltd
Pingshuo East Coal Mine,China,HKSCC Nominees Limited
Pribbenow Coal Mine,Colombia,Drummond Company
Project Kuwait,Kuwait,No informations on company
Project Motheo,Botswana,Minerals Development Company Botswana
QatarGas 1 LNG T1-T3,Qatar,QatarEnergy
QatarGas 1 LNG T1-T3,Qatar,ConocoPhillips
QatarGas 1 LNG T1-T3,Qatar,Mitsui & Co. Ltd.
QatarGas LNG T12-T13 (NFE-South),Qatar,QatarEnergy
QatarGas LNG T12-T13 (NFE-South),Qatar,ConocoPhillips
QatarGas LNG T12-T13 (NFE-South),Qatar,Mitsui & Co. Ltd.
QatarGas LNG T8-T11 (NFE-East),Qatar,QatarEnergy
Qatargas 2 LNG T4-T5,Qatar,QatarEnergy
Qatargas 2 LNG T4-T5,Qatar,Exxon Mobil Corp
Qatargas 2 LNG T4-T5,Qatar,TotalEnergies SE
Qatif project,Saudi Arabia,Saudi Arabian Oil Company (Saudi Aramco)
Qingchunta Coal Mine,China,Shanghai Chengrui Investment Company
Qingchunta Coal Mine,China,Guangdong Hanjian Investment Co Ltd
Qinghua No.7 Coal Mine,China,China Kingho Energy Group
Qingshuiying Coal Mine,China,China Energy Investment Corp Ltd
Qingshuiying Coal Mine,China,Ningxia State-Owned Capital Operation Group
Qiyuan Coal Mine,China,Huayang New Material Technology Group Co Ltd
Qurna West,Iraq,Exxon Mobil Corp
Qurna West,Iraq,China National Petroleum Corporation (CNPC)
Qurna West,Iraq,ITOCHU Corp
Qurna West,Iraq,Pertamina Persero PT
Qurna West,Iraq,Iraqi Oil Exploration Company
Qurna West-2,Iraq,LUKOIL PJSC
Rajmahal Coal Mine,India,Coal India Ltd
Rasgas 2 LNG T3-T5,Qatar,QatarEnergy
Rasgas 3 LNG T6-T7,Qatar,QatarEnergy
Raspadskaya Coal Mine,Russia,Evraz PLC
Ratawi,Iraq,Basra Oil Company
Red Hill Coal Project,Australia,Mitsubishi Corp
Red Hill Coal Project,Australia,BHP Group Ltd
Revuboe Coal Mine,Mozambique,Talbot Group
Revuboe Coal Mine,Mozambique,Nippon Steel & Sumitomo Metal
Revuboe Coal Mine,Mozambique,POSCO Holdings Inc
Romashkino,Russia,Tatneft
Rumaila North & South,Iraq,BP PLC
Rumaila North & South,Iraq,China National Petroleum Corporation (CNPC)
Rumaila North & South,Iraq,Basra Oil Company
Rusanovskoye (Kara Sea),Russia,No informations on company
Saebyol Coal Mining Complex,North Korea,Government of North Korea
Safaniya,Saudi Arabia,Saudi Arabian Oil Company (Saudi Aramco)
Safaniya YTF Concession,Saudi Arabia,Saudi Arabian Oil Company (Saudi Aramco)
Saharpur Jamarpani,India,Uttar Pradesh Rajya Vidyut
Samotlorneftegaz (TNK-BP),Russia,Russian Federation Agency for State Property Management
Samotlorneftegaz (TNK-BP),Russia,QH Oil Investments LLC
Samotlorneftegaz (TNK-BP),Russia,BP PLC
Samotlorneftegaz (TNK-BP),Russia,Rosneftegaz AO
San Juan Coal Mine,Colombia,Yildirim Holding AS
Sandaogou Coal Mine,China,China Energy Investment Corp Ltd
Sandaogou Coal Mine,China,Shaanxi Coal and Chemical Industry Group Co Ltd
Sanjiao No.1 Coal Mine,China,Jinneng Holding Group Co Ltd
Santos Offshore,Brazil,No informations on company
Saraji East Coal Mine,Australia,BHP Group Ltd
Saraji East Coal Mine,Australia,Mitsubishi Corp
Sembar Shale,Pakistan,Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)
Sembar Shale,Pakistan,Harbour Energy PLC
Sembar Shale,Pakistan,Shell PLC
Sembar Shale,Pakistan,Mari Petroleum Company Limited
Sembar Shale,Pakistan,Eni SpA
Sembar Shale,Pakistan,Pakistan Petroleum Limited
Sembar Shale,Pakistan,Private Investors
Sembar Shale,Pakistan,PPL Employees Empowerment Trust
Sembar Shale,Pakistan,Oil and Gas Development Company Limited
Sembar Shale,Pakistan,United Energy Group Ltd
Sembar Shale,Pakistan,Kuwait Petroleum Corp
Sembar Shale,Pakistan,Former Eni Employees
Sembar Shale,Pakistan,Hub Power
Sembar Shale,Pakistan,Al-Haj Group of Companies
Sembar Shale,Pakistan,Government Holdings (Private) Limited
Sembar Shale,Pakistan,Hashoo Group
Sembar Shale,Pakistan,Government of Pakistan
Sengwe Colliery,Zimbabwe,RioZim
SeverEnergia Project,Russia,
SeverEnergia Project,Russia,Gazprom PJSC
Shaanxi Caojiatan Coal Mine,China,Shenmu City State-Owned Assets Operation Co
Shaanxi Caojiatan Coal Mine,China,Yulin State-Owned Asset Operation and Management Company
Shaanxi Caojiatan Coal Mine,China,Shaanxi Coal and Chemical Industry Group Co Ltd
Shaanxi Caojiatan Coal Mine,China,Shaanxi Financial Holding Group
Shaanxi Caojiatan Coal Mine,China,Yulin City Yuyang District Energy Investment Company
Shahaiji No.1 Coal Mine,China,China Energy Investment Corp Ltd
Shajihai No.2 Coal Mine,China,China Energy Investment Corp Ltd
Shangwan Coal Mine,China,China Energy Investment Corp Ltd
Shangwan Coal Mine,China,HKSCC Nominees Limited
Shangyuquan Coal Mine,China,Guangdong Jinma Tourism Group
Shangyuquan Coal Mine,China,Jinneng Holding Group Co Ltd
Shanxi Dongda Coal Mine,China,Jinneng Holding Group Co Ltd
Shanxi Lu'an Gucheng Coal Mine,China,Lu'an Chemical Group Co Ltd
Shaqu No.1 Coal Mine,China,Shanxi Coking Coal Group Co Ltd
Shaqu No.1 Coal Mine,China,China Coal Xinji Energy Co Ltd
Shaybah,Saudi Arabia,Saudi Arabian Oil Company (Saudi Aramco)
Shengli,China,Sinopec Group
Shengli East No.2 Coal Mine,China,China Datang Corp
Shengli East No.2 Coal Mine,China,HKSCC Nominees Limited
Shengli East No.2 Coal Mine,China,Tianjin Energy Investment Co Ltd
Shengli East No.2 Coal Mine,China,Hebei Construction & Investment Group Co Ltd
Shengli East No.2 Coal Mine,China,Beijing Energy Holding Co Ltd
Shengli No.1 Open-Pit Coal Mine,China,China Energy Investment Corp Ltd
Shengli No.1 Open-Pit Coal Mine,China,China Huaneng Group Co Ltd
Shenhua Baorixile Surface Coal Mine,China,Changchun Jijun Trade Company
Shenhua Baorixile Surface Coal Mine,China,China National Petroleum Corporation (CNPC)
Shenhua Baorixile Surface Coal Mine,China,China Energy Investment Corp Ltd
Shenhua Baorixile Surface Coal Mine,China,Guangda Holding Company
Shenhua Bulianta Coal Mine,China,China Energy Investment Corp Ltd
Shenhua Bulianta Coal Mine,China,HKSCC Nominees Limited
Shenhua Heidaigou Surface Coal Mine,China,China Energy Investment Corp Ltd
Shenhua Heidaigou Surface Coal Mine,China,China Cinda Asset Management Company
Shicaocun Coal Mine,China,China Energy Investment Corp Ltd
Shicaocun Coal Mine,China,Ningxia State-Owned Assets Company
Shigetai Coal Mine,China,HKSCC Nominees Limited
Shigetai Coal Mine,China,China Energy Investment Corp Ltd
Shilawusu Coal Mine,China,Jinchengtai Limited Liability Company Of Chemical Industry of Ordos City
Shilawusu Coal Mine,China,Jiutai Energy
Shilawusu Coal Mine,China,Shandong Energy Co Ltd
Shilawusu Coal Mine,China,Shanghai Huayi Group
Shitoumei No.1 Coal Mine,China,Xinjiang Energy Group
Shtokman,Russia,Equinor ASA
Shtokman,Russia,TotalEnergies SE
Shtokman,Russia,Gazprom PJSC
Shubarkol Coal Mine,Kazakhstan,Joint Resources JSC
Shubarkol Coal Mine,Kazakhstan,
Shurapskaya Coal Mine,Russia,Siberian Business Union-Coal (SBU)
Siarmal Coal Mine,India,Coal India Ltd
Sihe Coal Mine,China,Jinneng Holding Group Co Ltd
Sihe Coal Mine,China,China Development Bank
Sihe Coal Mine,China,China Cinda Asset Management Company
Sijiazhuang Coal Mine,China,Huayang New Material Technology Group Co Ltd
Sirte Shale,Libya,TotalEnergies SE
Sirte Shale,Libya,Repsol SA
Sirte Shale,Libya,
Sirte Shale,Libya,Suncor Energy Inc
Sirte Shale,Libya,National Oil Corporation
