Bank,Company,2016,2017,2018,2019,2020,2021,2022,Grand Total
Société Générale,Rosneftegaz AO,500000000,0,0,0,0,0,0,500000000.0
Société Générale,Saudi Arabian Oil Company (Saudi Aramco),0,0,0,1177632384,1533333333,1214285714,526278027,4451529458.0
Société Générale,Korea Gas Corporation (KOGAS),249999997,133333334,0,0,0,0,0,383333331.0
Société Générale,TotalEnergies SE,27970263,279909029,161482294,530368426,682993089,409208870,2640000000,4731931972.0
Société Générale,YPF SA,0,0,0,0,1677461,0,4313471,5990932.0
Société Générale,Petroliam Nasional Berhad (Petronas),0,0,69000000,0,0,0,0,69000000.0
Société Générale,Kinder Morgan Inc,0,0,0,0,125000000,0,0,125000000.0
Société Générale,Inpex Corp,0,455769230,0,0,1050875000,0,313800000,1820444230.0
Société Générale,Aker BP ASA,0,36363636,50000000,0,0,0,0,86363636.0
Société Générale,Abraxas Petroleum Corp,0,300000000,0,0,0,0,0,300000000.0
Société Générale,Abu Dhabi National Oil Company (ADNOC),0,0,0,0,1022000000,278705598,0,1300705598.0
Société Générale,Adani Group,62261450,0,0,0,0,35524843,0,97786293.0
Société Générale,Glencore PLC,39741920,86804280,241119985,144015677,154693338,72833175,46412903,785621278.0
Société Générale,BP PLC,545074587,263984309,316666984,156903900,1621598914,314768877,0,3218997571.0
Société Générale,Callon Petroleum Co,0,20833333,0,0,0,0,0,20833333.0
Société Générale,Chesapeake Energy Corp,0,106000000,54285700,0,60000000,105555556,0,325841256.0
Société Générale,China National Offshore Oil Corp (CNOOC),0,0,145000000,136363636,0,0,0,281363636.0
Société Générale,China National Petroleum Corporation (CNPC),0,0,0,0,133333333,0,0,133333333.0
Société Générale,Chevron Corp,618181803,0,0,0,571428570,0,0,1189610373.0
Société Générale,Comstock Resources Inc,0,0,0,0,114285714,272666667,0,386952381.0
Société Générale,EN+ Group International PJSC,0,34046651,0,7359110,0,9495626,0,50901388.0
Société Générale,EOG Resources Inc,100000000,0,0,0,0,0,0,100000000.0
Société Générale,Eni SpA,0,354906786,0,134538075,182884655,500000000,184523809,1356853325.0
Société Générale,Equinor ASA,0,0,0,0,0,298899359,0,298899359.0
Société Générale,Evraz PLC,198969,0,0,0,0,0,0,198969.0
Société Générale,Exxon Mobil Corp,833333000,0,833333333,1250000000,1886120000,1111111111,0,5913897444.0
Société Générale,Galp Energia SGPS SA,645811291,115601370,0,0,0,0,0,761412661.0
Société Générale,China Petrochemical Corporation (Sinopec Group),200000001,226666660,133333400,133333334,230769230,200000000,0,1124102625.0
Standard Chartered,Petroliam Nasional Berhad (Petronas),0,0,69000000,0,133778571,0,0,202778571.0
Standard Chartered,NTPC Ltd,0,136492590,93000000,77400000,0,0,0,306892590.0
Standard Chartered,Oil and Natural Gas Corporation Ltd (ONGC),166666660,100000000,0,60000000,0,0,0,326666660.0
Standard Chartered,POSCO Holdings Inc,0,0,42425706,76366272,63808262,0,0,182600241.0
Standard Chartered,Pertamina Persero PT,0,0,150000000,375000000,0,0,0,525000000.0
Standard Chartered,Petróleo Brasileiro SA – Petrobras,0,914213736,0,0,0,0,0,914213736.0
Standard Chartered,Mubadala Investment Co PJSC,0,94850000,60704000,0,0,220653033,0,376207033.0
Standard Chartered,Shandong Energy Co Ltd,0,0,30677493,0,52328345,0,0,83005838.0
Standard Chartered,Shell PLC,0,0,0,388000000,500000000,0,0,888000000.0
Standard Chartered,State Power Investment Corp (SPIC),0,0,71785852,0,0,0,0,71785852.0
Standard Chartered,TotalEnergies SE,0,75000000,0,0,169866917,0,0,244866917.0
Standard Chartered,Zhejiang Provincial Energy Group Co Ltd,0,50000000,0,0,0,45454545,0,95454545.0
Standard Chartered,Saudi Arabian Oil Company (Saudi Aramco),0,0,1150000000,0,0,547619047,526278027,2223897074.0
Standard Chartered,Indonesia Asahan Aluminium Persero PT,0,0,207593795,0,0,68116782,0,275710577.0
Standard Chartered,China National Petroleum Corporation (CNPC),0,0,0,0,133333333,0,0,133333333.0
Standard Chartered,Indian Oil Corp Ltd,0,0,0,178200000,0,0,0,178200000.0
Standard Chartered,Glencore PLC,39741920,86804280,66119985,144015677,204804317,0,46412903,587899082.0
Standard Chartered,Equinor ASA,0,0,0,0,0,298899359,0,298899359.0
Standard Chartered,China Petrochemical Corporation (Sinopec Group),200000001,226666660,133333400,142857143,0,0,0,702857204.0
Standard Chartered,Indika Energy Tbk PT,0,284056091,0,0,222304767,0,0,506360858.0
Standard Chartered,China National Offshore Oil Corp (CNOOC),0,0,0,0,66666667,0,0,66666667.0
Standard Chartered,China Huaneng Group Co Ltd,0,77500000,0,0,0,0,0,77500000.0
Standard Chartered,China Huadian Corp Ltd,0,0,0,0,45454545,0,0,45454545.0
Standard Chartered,China Energy Investment Corp Ltd,0,0,0,0,3255830,0,0,3255830.0
Standard Chartered,CLP Holdings Ltd,0,50448238,0,63692480,35313766,21002553,0,170457037.0
Standard Chartered,BP PLC,0,0,0,156903900,686230051,138808353,0,981942304.0
Standard Chartered,Adani Group,62261450,304135338,0,101782844,72280875,86779749,0,627240258.0
Standard Chartered,Abu Dhabi National Oil Company (ADNOC),0,0,0,0,0,0,249975157,249975157.0
State Bank of India,Reliance Power Ltd,1654607088,0,0,0,0,0,0,1654607088.0
State Bank of India,Oil and Natural Gas Corporation Ltd (ONGC),0,266666667,0,4126777427,601899186,301312875,12536100,5309192255.0
State Bank of India,NTPC Ltd,326499289,80532750,0,0,262398546,114542222,217500000,1001472806.0
State Bank of India,Coal India Ltd,0,0,143015296,0,0,0,164615312,307630608.0
State Bank of India,Adani Group,62261450,54135338,0,0,0,0,0,116396788.0
State Bank of India,Indian Oil Corp Ltd,0,0,0,1033687512,200309230,177477789,6628793,1418103324.0
TD,Kinder Morgan Inc,123798077,0,0,0,125000000,83333333,150000000,482131410.0
TD,Teck Resources Ltd,157162917,144676000,62004000,0,0,0,0,363842917.0
TD,Suncor Energy Inc,1133666121,1026431200,0,1465793125,298535833,1237235833,0,5161662112.0
TD,Shell PLC,0,0,0,388000000,0,0,0,388000000.0
TD,Pioneer Natural Resources Co,0,0,0,0,122222222,371527777,0,493749999.0
TD,PPL Corp,0,0,0,0,97200000,0,0,97200000.0
TD,Ovintiv Inc,0,0,833333333,0,800000000,0,700000000,2333333333.0
TD,Occidental Petroleum Corp,0,0,0,0,0,356000000,0,356000000.0
TD,Marathon Oil Corp,0,125000000,0,0,0,449857143,412500000,987357143.0
TD,Vermilion Energy Inc,243030822,1205233700,1384146400,3148378800,1474979100,0,1308504000,8764272822.0
TD,Glencore PLC,39741920,45843750,66119985,111677419,254210713,0,46412903,564006690.0
TD,Devon Energy Corp,0,86232625,0,0,175000000,0,0,261232625.0
TD,Diamondback Energy Inc,0,0,0,0,0,0,357142857,357142857.0
TD,Continental Resources Inc/OK,0,0,375000000,0,166666667,395454540,122083333,1059204540.0
TD,ConocoPhillips,1600000000,0,600000000,0,0,0,813636364,3013636364.0
TD,Chevron Corp,0,0,250000000,100000000,0,0,0,350000000.0
TD,Chesapeake Energy Corp,0,0,0,0,0,0,222222222,222222222.0
TD,Canadian Natural Resources Ltd (CNRL),126475375,7704263044,2304723350,2556529625,152341400,0,0,12844332794.0
TD,CNX Resources Corp,0,0,57142857,0,33333333,244444444,45454545,380375179.0
TD,BP PLC,0,0,111534180,0,0,236076658,0,347610838.0
TD,APA Corp,212475000,0,511111111,83333333,104166667,0,335155909,1246242020.0
TD,EQT Corp,0,312500000,0,200000000,245673077,76923076,66666666,901762819.0
UBS,Oil and Natural Gas Corporation Ltd (ONGC),0,0,0,0,0,0,39723088,39723088.0
UBS,Pertamina Persero PT,0,104166667,0,0,0,0,0,104166667.0
UBS,Petróleo Brasileiro SA – Petrobras,0,0,0,368484704,0,196939590,0,565424294.0
UBS,Petróleos Mexicanos (PEMEX),91615500,0,546316820,0,0,0,0,637932320.0
UBS,Pioneer Natural Resources Co,40539583,160425000,0,0,0,0,0,200964583.0
UBS,Repsol SA,0,0,0,0,133820188,0,0,133820188.0
UBS,YPF SA,139046459,0,0,0,0,0,0,139046459.0
UBS,Shell PLC,0,0,750000000,388000000,0,0,0,1138000000.0
UBS,State Grid Corp of China,16137143,141032512,78708624,0,0,65282369,24643707,325804355.0
UBS,State Power Investment Corp (SPIC),0,0,0,0,0,145191036,0,145191036.0
UBS,TotalEnergies SE,0,0,97622634,191883624,0,0,0,289506257.0
UBS,Korea Gas Corporation (KOGAS),249999997,133333334,200888000,298794300,0,100000000,62500000,1045515631.0
UBS,Saudi Arabian Oil Company (Saudi Aramco),0,0,0,1177632384,0,0,0,1177632384.0
UBS,Kinder Morgan Inc,76923077,0,0,0,0,0,0,76923077.0
UBS,BHP Group Ltd,0,0,0,57500000,2857143,0,0,60357143.0
UBS,Gazprom PJSC,277081515,0,189778898,0,0,136103750,0,602964163.0
UBS,Glencore PLC,60704984,45843750,79370138,201541598,185513154,65590073,46412903,684976600.0
UBS,Adani Group,0,0,0,49809160,0,0,0,49809160.0
UBS,BlackBrush Oil & Gas LP,0,0,180000000,0,0,0,0,180000000.0
UBS,China Energy Investment Corp Ltd,113259879,143870399,0,359592985,0,0,0,616723263.0
UBS,China Huadian Corp Ltd,438154768,0,244807100,36983433,45454545,0,0,765399846.0
UBS,BP PLC,418304322,596524774,316666984,0,0,0,0,1331496081.0
UBS,China National Petroleum Corporation (CNPC),0,174336000,0,0,133333333,0,0,307669333.0
UBS,China Petrochemical Corporation (Sinopec Group),200000001,497499993,133333400,142857143,230769230,200000000,0,1404459767.0
UBS,Diamondback Energy Inc,0,50504000,157500000,0,0,0,0,208004000.0
UBS,EN+ Group International PJSC,0,29562605,0,0,0,0,0,29562605.0
UBS,Evraz PLC,0,0,0,319469,0,0,0,319469.0
UBS,China National Offshore Oil Corp (CNOOC),0,0,0,136363636,0,0,0,136363636.0
US Bancorp,Marathon Oil Corp,0,0,0,0,0,0,100000000,100000000.0
US Bancorp,Rockcliff Energy II LLC,0,0,0,0,0,52500000,0,52500000.0
US Bancorp,Pioneer Natural Resources Co,0,0,0,0,54166667,0,0,54166667.0
US Bancorp,PPL Corp,0,0,0,81000000,95815322,0,582456773,759272095.0
US Bancorp,Occidental Petroleum Corp,236437247,0,0,0,0,0,0,236437247.0
US Bancorp,National Fuel Gas Co,0,100000000,0,0,100000000,100000000,0,300000000.0
US Bancorp,Murex Petroleum Corp,0,0,40000000,0,0,0,0,40000000.0
US Bancorp,Hilcorp Energy Co,0,0,0,0,0,286050828,0,286050828.0
US Bancorp,Discovery Natural Resources LLC,0,0,175500000,10125000,0,0,0,185625000.0
US Bancorp,Elevation Resources LLC,0,0,0,0,0,0,112500000,112500000.0
US Bancorp,Earthstone Energy Inc,0,0,0,0,0,0,419444444,419444444.0
US Bancorp,EQT Corp,0,0,0,0,245673077,76923076,66666666,389262819.0
US Bancorp,Diamondback Energy Inc,0,279761904,0,0,0,0,92857143,372619047.0
US Bancorp,Continental Resources Inc/OK,0,0,0,0,166666667,395454540,28333333,590454540.0
US Bancorp,CNX Resources Corp,0,0,0,0,0,33333333,0,33333333.0
US Bancorp,Arsenal Resources Development LLC,0,0,0,0,0,0,28125000,28125000.0
US Bancorp,Endeavor Energy Resources LP,0,0,0,0,0,0,150000000,150000000.0
UniCredit,OMV AG,0,220943580,250198899,608504178,1422894974,0,0,2502541631.0
UniCredit,Wintershall Dea GmbH,0,0,0,0,0,291967200,0,291967200.0
UniCredit,TotalEnergies SE,400134000,0,118360000,0,382334334,0,0,900828334.0
UniCredit,Repsol SA,0,0,0,92681667,123600262,88661016,0,304942945.0
UniCredit,RWE AG,0,0,0,165629642,0,0,0,165629642.0
UniCredit,LUKOIL PJSC,0,0,100000000,0,0,0,0,100000000.0
UniCredit,Galp Energia SGPS SA,0,115601370,0,0,94249676,0,0,209851046.0
UniCredit,Gazprom PJSC,502529057,169712702,359318304,251956043,1028790000,115916000,0,2428222107.0
UniCredit,Eni SpA,565422500,419499986,745935634,134538075,1506519858,944122129,633090097,4949128279.0
UniCredit,EN+ Group International PJSC,0,11257970,2255183,7359110,0,0,0,20872263.0
UniCredit,Aker BP ASA,0,0,0,0,454545454,430887393,0,885432847.0
UniCredit,Glencore PLC,85627248,45843750,66119985,144015677,154693338,0,0,496299998.0
Wells Fargo,Hilcorp Energy Co,0,438015331,140790642,0,0,0,0,578805973.0
Wells Fargo,Hunt Consolidated Inc,0,0,0,0,140790642,0,0,140790642.0
Wells Fargo,Kinder Morgan Inc,76923077,0,409090909,0,125000000,371666667,291666667,1274347320.0
Wells Fargo,Kraken Oil & Gas LLC,0,0,0,0,153000000,0,86940000,239940000.0
Wells Fargo,Legacy Reserves Inc,0,0,0,537500000,0,0,0,537500000.0
Wells Fargo,Lime Rock Partners LLC,0,0,334244493,0,0,334244493,0,668488985.0
Wells Fargo,Marathon Oil Corp,0,0,0,0,0,0,100000000,100000000.0
Wells Fargo,Matador Resources Co,66141665,0,175000000,0,0,0,0,241141665.0
Wells Fargo,Murphy Oil Corp,240178571,225892857,228571429,78571429,0,78571429,0,851785715.0
Wells Fargo,National Fuel Gas Co,166666667,100000000,187500000,0,0,162500000,333333333,950000000.0
Wells Fargo,Occidental Petroleum Corp,1159548889,333333333,1245000000,2157403619,445000000,356000000,0,5696285841.0
Wells Fargo,PennEnergy Resources LLC,0,0,360000000,0,0,0,0,360000000.0
Wells Fargo,PPL Corp,440393697,51101505,81000000,457268172,67500000,419121806,0,1516385181.0
Wells Fargo,Pioneer Natural Resources Co,2688041726,2951578833,3000000000,2500000000,5905347222,371527777,0,17416495558.0
Wells Fargo,RIO Oil and Gas Holdco LLC,0,0,0,245987320,0,0,0,245987320.0
Wells Fargo,Vermilion Energy Inc,0,0,0,0,0,0,50000000,50000000.0
Wells Fargo,Range Resources Corp,0,0,0,0,134523810,75000000,269841270,479365080.0
Wells Fargo,Rockcliff Energy II LLC,0,171000000,900000000,0,0,502500000,0,1573500000.0
Wells Fargo,SM Energy Co,302480209,0,1158333333,200000000,0,80000000,1250000000,2990813542.0
Wells Fargo,Sabinal Energy Operating LLC,0,0,0,175988302,0,0,0,175988302.0
Wells Fargo,Shell PLC,0,0,0,388000000,1354590001,0,0,1742590001.0
Wells Fargo,Southwestern Energy Co,0,331250000,577306147,285714286,61478175,475145510,231818182,1962712301.0
Wells Fargo,HighPeak Energy Inc,0,0,0,0,0,0,125000000,125000000.0
Wells Fargo,Olympus Energy LLC,0,0,0,225000000,0,0,0,225000000.0
Wells Fargo,HG Energy II Production Holdings LLC,0,368980980,0,0,0,40997887,0,409978867.0
Wells Fargo,CNX Resources Corp,0,0,0,0,102333333,244444444,45454545,392232322.0
Wells Fargo,Escondido Resources II LLC,0,67500000,49500000,333000000,0,0,150000000,600000000.0
Wells Fargo,APA Corp,0,0,400000000,83333333,104166667,0,335155909,922655909.0
Wells Fargo,Aker BP ASA,0,0,0,83333333,604545454,250980393,0,938859180.0
Wells Fargo,Alliance Resource Partners LP,0,257020833,0,0,0,0,0,257020833.0
Wells Fargo,Antero Resources Corp,0,0,0,0,119047619,1795714285,0,1914761904.0
Wells Fargo,Ascent Resources LLC,0,0,0,0,140933333,40000000,250000000,430933333.0
Wells Fargo,BP PLC,0,0,0,0,0,314768877,319729142,634498019.0
Wells Fargo,Callon Petroleum Co,112500000,363420000,666666667,50000000,0,81250000,417857143,1691693810.0
Wells Fargo,Canadian Natural Resources Ltd (CNRL),0,0,25000000,0,0,0,0,25000000.0
Wells Fargo,Gulfport Energy Corp,290578566,0,0,0,0,487500000,0,778078566.0
Wells Fargo,Chevron Corp,650525553,766666001,0,0,0,0,0,1417191554.0
Wells Fargo,Comstock Resources Inc,213750000,185357142,0,0,155610714,272666667,214285714,1041670237.0
Wells Fargo,Chesapeake Energy Corp,564392000,833333333,1370833333,0,233775244,281505952,222222222,3506062084.0
Wells Fargo,Continental Resources Inc/OK,0,2166666667,1625000000,0,166666667,395454540,122083333,4475871207.0
Wells Fargo,Eni SpA,0,0,282857002,140000000,0,500000000,184523809,1107380811.0
Wells Fargo,ConocoPhillips,200000000,666666667,828571429,0,166666667,0,813636364,2675541127.0
Wells Fargo,Elevation Resources LLC,0,0,450000000,0,0,450000000,112500000,1012500000.0
Wells Fargo,Earthstone Energy Inc,30000000,10406250,0,1250000000,0,0,419444444,1709850694.0
Wells Fargo,Endeavor Energy Resources LP,0,125000000,0,0,0,0,150000000,275000000.0
Wells Fargo,EOG Resources Inc,100000000,0,0,285714286,214285714,0,0,600000000.0
Wells Fargo,Diamondback Energy Inc,148445830,2029761904,1800000000,4013316667,291666667,1914285715,157142857,10354619640.0
Wells Fargo,Devon Energy Corp,0,107661196,1240476190,514285715,175000000,0,0,2037423101.0
Wells Fargo,Delek Group Ltd,0,0,0,0,0,78066208,0,78066208.0
Wells Fargo,EQT Corp,2561500000,685954463,0,200000000,428184982,76923076,344444444,4297006965.0
Westpac,State Grid Corp of China,38999123,30464103,0,42734497,28838181,52474470,53849821,247360195.0
Westpac,BHP Group Ltd,0,0,0,57500000,2857143,0,0,60357143.0
Westpac,Indian Oil Corp Ltd,0,0,0,1019700000,0,0,0,1019700000.0
Westpac,Inpex Corp,0,455769230,0,0,0,0,66000000,521769230.0
Westpac,Oil and Natural Gas Corporation Ltd (ONGC),0,0,0,166666667,111111111,0,0,277777778.0
Westpac,State Power Investment Corp (SPIC),0,0,20851333,36506377,0,0,0,57357710.0
