Country_source_CB,Year,Category,Series,Value,Footnotes,Source
China,2022,"Population, density and surface area",Population density,148.5,"Projected estimate (medium fertility variant).;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
China,1995,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"734,485","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2005,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"2,285,962","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2010,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"6,087,188","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2015,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"11,061,570","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2018,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"13,894,906","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2019,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"14,279,966","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2020,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"14,722,801","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,1995,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),592,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2005,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"1,718","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2010,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"4,447","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2015,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"7,863","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2018,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"9,733","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2019,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"9,960","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2020,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"10,229","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,1995,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"1,831,413","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2005,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"4,420,545","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2010,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"7,554,111","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2015,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"11,061,570","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2018,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"13,493,439","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2019,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"14,296,365","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2020,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"14,631,982","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,1995,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),11.0,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2005,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),11.4,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2010,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),10.6,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2015,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),7.0,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2018,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),6.7,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2019,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),6.0,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,2020,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),2.3,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
China,1975,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"1,114,484","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
China,1985,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"1,732,386","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
China,2005,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"5,524,063","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
China,2010,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"7,943,765","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
China,2015,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"9,249,852","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
China,2017,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"9,447,778","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
China,2018,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"9,822,888","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
China,2019,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"9,985,311","For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
China,1975,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),1.1,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
China,1985,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),1.5,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
China,2005,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),4.1,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
China,2010,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),5.9,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
China,2015,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),6.7,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
China,2017,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),6.7,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
China,2018,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),7.0,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
China,2019,CO2 emission estimates,Emissions per capita (metric tons of carbon dioxide),7.1,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
Colombia,2010,"Population, density and surface area",Population mid-year estimates (millions),44.82,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Colombia,2010,"Population, density and surface area",Population mid-year estimates for males (millions),22.17,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Colombia,2010,"Population, density and surface area",Population mid-year estimates for females (millions),22.65,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Colombia,2010,"Population, density and surface area",Sex ratio (males per 100 females),97.9,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Colombia,2010,"Population, density and surface area",Population aged 0 to 14 years old (percentage),27.1,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Colombia,2010,"Population, density and surface area",Population aged 60+ years old (percentage),9.0,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Colombia,2010,"Population, density and surface area",Population density,39.9,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Colombia,2015,"Population, density and surface area",Population mid-year estimates (millions),47.12,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Colombia,2015,"Population, density and surface area",Population mid-year estimates for males (millions),23.27,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Colombia,2015,"Population, density and surface area",Population mid-year estimates for females (millions),23.85,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Colombia,2015,"Population, density and surface area",Sex ratio (males per 100 females),97.6,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Colombia,2015,"Population, density and surface area",Population aged 0 to 14 years old (percentage),24.4,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Colombia,2015,"Population, density and surface area",Population aged 60+ years old (percentage),10.8,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Colombia,2015,"Population, density and surface area",Population density,41.9,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Colombia,2015,"Population, density and surface area",Surface area (thousand km2),"1,142",,"United Nations Statistics Division, New York, ""Demographic Yearbook 2020"" and the demographic statistics database, last accessed June 2022."
Colombia,2020,"Population, density and surface area",Population mid-year estimates (millions),50.93,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Colombia,2020,"Population, density and surface area",Population mid-year estimates for males (millions),25.14,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Colombia,2020,"Population, density and surface area",Population mid-year estimates for females (millions),25.79,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Colombia,2020,"Population, density and surface area",Sex ratio (males per 100 females),97.5,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Colombia,2020,"Population, density and surface area",Population aged 0 to 14 years old (percentage),21.9,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Colombia,2020,"Population, density and surface area",Population aged 60+ years old (percentage),12.8,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Colombia,2020,"Population, density and surface area",Population density,45.3,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Colombia,2020,"Population, density and surface area",Surface area (thousand km2),"1,142",,"United Nations Statistics Division, New York, ""Demographic Yearbook 2020"" and the demographic statistics database, last accessed June 2022."
Colombia,2022,"Population, density and surface area",Population mid-year estimates (millions),51.87,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Colombia,2022,"Population, density and surface area",Population mid-year estimates for males (millions),25.58,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Colombia,2022,"Population, density and surface area",Population mid-year estimates for females (millions),26.30,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Colombia,2022,"Population, density and surface area",Sex ratio (males per 100 females),97.3,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Colombia,2022,"Population, density and surface area",Population aged 0 to 14 years old (percentage),21.3,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Colombia,2022,"Population, density and surface area",Population aged 60+ years old (percentage),13.5,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
Colombia,2022,"Population, density and surface area",Population density,46.2,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
Colombia,1995,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"109,580",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2005,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"145,619",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2010,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"286,563",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2015,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"293,482",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2018,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"334,198",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2019,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"323,430",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2020,Gross domestic product and gross domestic product per capita,GDP in current prices (millions of US dollars),"271,347",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,1995,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"3,009",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2005,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"3,414",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2010,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"6,337",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2015,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"6,176",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2018,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"6,730",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2019,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"6,425",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2020,Gross domestic product and gross domestic product per capita,GDP per capita (US dollars),"5,333",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,1995,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"150,181",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2005,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"187,774",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2010,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"233,471",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2015,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"293,482",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2018,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"311,468",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2019,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"321,688",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2020,Gross domestic product and gross domestic product per capita,GDP in constant 2010 prices (millions of US dollars),"299,661",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,1995,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),5.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2005,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),4.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2010,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),4.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2015,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),3.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2018,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),2.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2019,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),3.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,2020,Gross domestic product and gross domestic product per capita,GDP real rates of growth (percent),-6.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
Colombia,1975,CO2 emission estimates,Emissions (thousand metric tons of carbon dioxide),"30,111",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
